90999,Om tillægsbevillingsloven for finansåret 2021.,2025-02-03 13:16:10.750,3
91004,Om sikkerhedspolitik og uafhængighed af fossile energikilder.,2025-03-31 11:10:33.540,2
91008,"Forslag til AFGØRELSE om indgåelse af fiskeriaftalen mellem EU og Mauritius ",2024-08-28 14:36:50.667,7
91009,Forslag til AFGØRELSE om undertegnelse af aftalen mellem EU og Mauritius om forlængelse af protokollen om fiskeri,2024-08-09 15:04:32.190,7
91029,Forslag til AFGØRELSE om mobilisering af Globaliseringsfonden (teknisk bistand på Kommissionens initiativ),2024-08-08 13:48:26.597,7
91034,Forslag til ÆNDRING af AFGØRELSE om ligestilling af markinspektioner i Bolivia af frø,2024-08-12 12:29:25.820,7
91039,Europæisk erklæring om digitale rettigheder og principper for det digitale årti,2023-07-04 11:24:35.273,7
91067,Om regeringens udenrigs- og sikkerhedspolitiske strategi.,2025-03-31 10:44:50.880,11
91068,Om bekæmpelse af ulovlig helårsbeboelse i kolonihaver.,2024-01-09 13:19:01.300,5
91077,Forslag til EUROPA-PARLAMENTETS OG RÅDETS AFGØRELSE om makrofinansiel bistand til Ukraine,2024-08-08 13:19:11.823,7
91088,Forslag til AFGØRELSE om EU's holdning i Det Blandede EØS-Udvalg til til EØS-aftalen (Direktivet om bygningers energimæssige ydeevne),2024-08-08 13:44:40.527,7
91098,"Forslag til ændring af forordning om udstedelse, kontrol og accept af det europæiske Corona-pas",2024-08-12 14:36:37.883,7
91101,Forslag til ÆNDRING af FORORDNING om udstedelse m.m. af covid-19-vaccinationscertifikater (EU's Coronapas) - tredjelandsstatsborgere i EU,2024-08-12 14:38:44.737,7
91102,Forslag til AFGØRELSE om EU's holdning i Den Tekniske Toldværdikomité og Det Tekniske Udvalg for Oprindelsesregler til Verdenstoldorganisationenen,2024-08-12 11:26:40.883,7
91108,"Forslag til FORORDNING om beslutninger truffet af europæiske standardiseringsorganisationer vedrørende standarder ",2024-07-11 13:44:11.263,7
91143,Forslag til AFGØRELSE om mobilisering af Globaliseringsfonden - ansøgning fra Frankrig - Selecta,2024-08-09 14:35:46.243,7
91145,MEDDELELSE FRA KOMMISSIONEN om den 8. samhørighedsrapport: Samhørighed i Europa frem mod 2050,2023-10-05 16:27:36.757,7
91148,Forslag til AFGØRELSE om EU's holdning på det 65. møde i FN's Narkotikakommission til en tilføjelse til listen over stoffer,2024-08-08 13:38:12.600,7
91192,Forslag til ÆNDRING af MOMSDIREKTIVET om forlængelse af den fakultative ordning for omvendt betalingspligt ved levering af bestemte varer (momssvig),2024-08-12 12:32:33.910,7
91193,"Forslag til AFGØRELSE om EU's holdning i FN's Økonomiske Kommission om  FN-regulativer om motorkøretøjer (pigdæk, batterier m.m.) ",2024-08-08 13:30:53.910,7
91195,Om regeringens holdning til det kinesiske pres på Litauen.,2025-03-31 11:09:07.903,2
91196,Om ændring af revisionsbestemmelse og forenkling af kompetenceforhold med hensyn til udstedelse af bekendtgørelsesregler.,2025-01-15 16:02:57.633,3
91204,"Forslag til ÆNDRING af GENNEMFØRELSESAFGØRELSE om at bemyndige Slovenien til at fravige Momsdirektivet (årsomsætning under 50.000 euro) ",2024-08-08 13:50:38.720,7
91217,Forslag til forordning om halvledere (mikrochipforordningen),2023-10-23 16:11:26.813,7
91223,"Forslag til ÆNDRING af FORORDNING om fællesforetagenderne under Horisont Europa (mikrochips) ",2023-01-24 09:14:31.503,7
91224,MEDDELELSE FRA KOMMISSIONEN En lovpakke om europæiske mikrochips,2023-01-24 09:12:45.233,7
91228,Forslag til AFGØRELSE om EU's holdning i Partnerskabsrådet til Brexit-aftalen (retningslinjerne for civilsamfundsforummet),2024-08-09 14:44:15.193,7
91236,"Forslag til forordning om oprettelse af EU-program for et satellitkommunikationssystem 2023-2027 ",2025-04-16 15:14:07.260,7
91237,"Forslag til FORORDNING om ændring af forordning (EU) 2022/109 om fastsættelse for 2022 af fiskerimuligheder ",2024-08-08 13:53:46.507,7
91256,Forslag til DIREKTIV om forbedrede stabilitetskrav til ro-ro-passagerskibe (IMO-konventioner),2023-08-23 13:55:53.457,7
91271,Om oprettelse af et center for demokratiudvikling og borgerinddragelse.,2025-01-15 15:02:03.953,5
91275,Om at give humanitært ophold til mennesker på flugt på grund af ekstreme klima- og miljøforandringer.,2025-03-28 13:26:46.950,5
91282,Om oprettelse af forsøg med et borgerting i Folketinget.,2025-01-15 15:01:17.217,5
91293,Forslag til ÆNDRING af GENNEMFØRELSESAFGØRELSE om at bemyndige Polen til at fravige momsdirektivet (svig ved faktureringer),2024-08-09 14:40:41.843,7
91321,Forslag til AFGØRELSE om EU's holdning på det 57. møde i ekspertkomitéen vedrørende transport af farligt gods (Int. Jernbanebefordringer - OTIF),2024-08-12 11:28:14.243,7
91328,"Forslag til AFGØRELSE om EU's holdning på det 15. møde i partskonferencen under Baselkonventionen om farligt affald og bortskaffelse ",2024-08-12 14:25:07.503,7
91336,"Forslag til DIREKTIV om virksomhedernes due diligence og bæredygtighed (CSDDD)  ",2024-09-20 12:42:57.007,7
91349,"Forslag til FORORDNING om adgang til og anvendelse af data (dataforordningen) ",2024-02-19 13:59:08.677,7
91358,Forslag til AFGØRELSE om undertegnelse og midlertidig anvendelse af aftalen mellem EU og Færøernes landsstyre om deltagelse i EU-programmer (forskning - Horisont Europe),2024-08-12 12:30:58.877,7
91361,Om oprettelse af en forening for politikere og forskere i Folketinget.,2025-01-15 15:00:08.360,5
91393,Forslag til AFGØRELSE om EU's holdning i Associeringsrådet til associeringsaftalen mellem EU og Moldova,2024-08-12 12:45:38.663,7
91422,"Forslag til AFGØRELSE om EU's holdning i Den Blandede Kommission EU-CTC til konventionen om en fælles forsendelsesprocedure ",2024-08-12 12:13:17.780,7
91445,Forslag til FORORDNING om overgangsbestemmelser vedrørende emballering og mærkning af veterinærlægemidler (adresserer fortolkningsproblemer med forordning (EU) 2019/6),2024-08-12 12:08:04.280,7
91450,Om at betegne Israels styre og fremfærd over for palæstinenserne som apartheid.,2025-03-28 13:25:56.143,5
91453,Forslag til GENNEMFØRELSESAFGØRELSE om konstatering af massetilstrømning af fordrevne personer fra Ukraine (direktiv 2001/55/EF om midlertidig beskyttelse),2024-08-08 12:04:50.887,7
91500,Forslag til AFGØRELSE om EU's holdning i Den Internationale Søfartsorganisation på den 105. samling i Komitéen Sikkerhed på Søen (bærbart tovejs VHF-radiotelefonudstyr),2024-08-09 15:14:35.563,7
91504,"Forslag til FORORDNING om bestemmelser om Asyl-, Migrations- og Integrationsfonden og finansiel støtte (flygtninge fra Ukraine)",2024-08-09 14:48:47.920,7
91518,"Forslag til DIREKTIV om bekæmpelse af vold mod kvinder ",2024-05-29 16:03:02.590,7
91520,Forslag til AFGØRELSE om EU's holdning i Associeringsrådet til associeringsaftalen mellem EU og Georgien,2024-08-12 12:02:36.417,7
91551,Forslag til FORORDNING om regler for EU´s rettigheder ved gennemførelsen og håndhævelsen af Brexit-aftalen,2023-06-23 15:25:57.047,7
91562,Forslag til RÅDETS FORORDNING om om metoderne og proceduren for overdragelse af nye egne indtægtskilder,2023-08-08 13:57:28.907,7
91563,Forslag til ÆNDRING af FORORDNING om gennemførelsesforanstaltninger til EU's nye egne indtægter,2023-08-08 14:59:54.543,7
91567,RAPPORT FRA KOMMISSIONEN OM GENNEMFØRELSEN AF FORORDNINGEN OM SIKKERHED (SECURITY) INDEN FOR CIVIL LUFTFART (2020),2024-12-18 11:12:06.313,7
91574,Om modernisering af tiltaleformer.,2025-01-15 14:59:08.820,5
91582,Forslag til AFGØRELSE om indgåelse af en aftale mellem EU og Moldova om operationelle aktiviteter for Agenturet for Grænse- og Kystbevogtning i Moldova,2024-08-09 14:33:01.437,7
91583,Forslag til AFGØRELSE om undertegnelse og midlertidig anvendelse af aftalen mellem EU og Moldova om operationelle aktiviteter i Moldova inden for Agenturet for Grænse- og Kystbevogtning,2024-08-08 13:46:24.353,7
91611,Forslag til FORORDNING om forlængelse af Kommissionens beføjelse til at vedtage delegerede retsakter (forordning om emissioner fra biler),2024-08-12 14:00:38.410,7
91614,Forslag til AFGØRELSE om EU's holdning til aftalen mellem EU og Schweiz om at sammenkoble systemer for handel drivhusgasemissioner,2024-08-16 13:33:58.517,7
91620,"Forslag til AFGØRELSE om indgåelse af ændringerne af den internationale sukkeroverenskomst af 1992 (""ISO"")",2024-08-28 14:45:14.187,7
91623,Forslag til AFGØRELSE om EU's holdning på det 19. møde i konventionen om international handel med udryddelsestruede vilde dyr og planter  (CITES CoP19),2024-08-12 13:42:21.427,7
91626,"Forslag til FORORDNING om fælles cybersikkerhedsniveau i EU's institutioner, organer, kontorer og agenturer (EUIBA)",2024-03-08 12:41:04.623,7
91674,KOMMISSIONENS DELEGEREDE FORORDNING (UDKAST) om økonomiske aktiviteter i visse energisektorer (naturgas og atomkraft),2023-08-11 15:26:33.847,7
91675,RAPPORT FRA KOMMISSIONEN om gennemførelsen af genopretnings- og resiliensfaciliteten,2024-01-26 16:34:08.240,7
91746,Forslag til GENNEMFØRELSESAFGØRELSE om at bemyndige Polen til at fravige Momsdirektivet (obligatorisk elektronisk fakturering),2024-08-12 13:55:23.893,7
91761,Forslag til DIREKTIV om forbrugerne og urimelig praksis og bedre oplysning (greenwashing m.m.),2024-03-08 14:51:17.697,7
91762,Forslag til FORORDNING om harmoniserede betingelser for markedsføring af byggevarer,2024-12-19 14:55:17.950,7
91767,"Forslag til FORORDNING om geografiske betegnelser for vin, spiritus og landbrugsprodukter ",2024-04-24 15:05:37.690,7
91773,"Forslag til FORORDNING om miljøvenligt design for bæredygtige produkter (ECO-design) ",2024-10-11 13:15:35.417,7
91809,Forslag til folketingsbeslutning i henhold til grundlovens § 47 med hensyn til statsregnskabet for finansåret 2020.,2024-03-22 10:47:44.317,5
91835,Forslag til AFGØRELSE om EU's holdning over for Storbritannien - personoplysninger (DNA-profiler m.m.) i forhold til Brexit-aftalen,2024-08-12 14:13:17.530,7
91836,RAPPORT FRA KOMMISSIONEN Evaluering af Agenturet for Uddannelse inden for Retshåndhævelse (Cepol),2023-07-28 12:53:33.000,7
91837,Forslag til GENNEMFØRELSESAFGØRELSE om at bemyndige Tjekkiet til at fravige momsdirektivet (tærskel for årlig omsætning på 85.000 euro),2024-08-12 12:14:29.920,7
91840,Om rigsfællesskabet 2022.,2023-04-19 15:40:08.427,11
91843,"Forslag til FORORDNING om stoffer, der nedbryder ozonlaget",2024-04-24 15:31:39.423,7
91844,"Forslag til FORORDNING om fluorholdige drivhusgasser ",2024-04-24 15:32:10.143,7
91845,"Forslag til DIREKTIV om industrielle emissioner ",2024-08-07 10:35:35.443,7
91848,Forslag til forordning om miljødata fra industrianlæg og en portal for industrielle emissioner,2024-05-29 15:05:05.440,7
91877,"Forslag til ændring af FORORDNING om fiskerimuligheder i 2022 i EU-farvande ",2024-08-12 11:31:25.313,7
91900,FORSLAG TIL ÆNDRINGSBUDGET nr. 2 TIL BUDGETTET FOR 2022 OPFØRELSE AF OVERSKUDDET FOR 2021,2022-11-10 15:34:24.073,7
91918,"Forslag til FORORDNING om særlige foranstaltninger til at afbøde konsekvenserne af Ruslands militære aggression mod Ukraine på fiskeriaktiviteterne ",2024-08-16 12:58:44.573,7
91956,Om den indenrigs- og udenrigspolitiske situation.,2025-03-31 11:08:11.710,2
91957,Forslag til AFGØRELSE om EU's holdning i Det Blandede EØS-Udvalg (Dyre- og plantesundhed) til EØS-aftalen,2024-07-11 14:17:02.177,7
91965,"Forslag til FORORDNING om forvaltnings-, bevarelses- og kontrolforanstaltninger for tun i Atlanterhavet og Middelhavet (ICCAT)",2024-04-10 15:30:12.553,7
91984,Forslag til FORORDNING om de finansielle regler om EU's budget (Pga. EU-dom om renter),2023-03-17 12:11:44.563,7
91989,Forslag til AFGØRELSE om EU's holdning i ØPA-Udvalget til den foreløbige økonomiske partnerskabsaftale mellem Ghana og EU (tvistbilæggelse),2024-08-12 13:52:59.057,7
91991,"Forslag til FORORDNING om indsamling m.m. af bevismateriale vedrørende folkedrab, forbrydelser mod menneskeheden og krig i Eurojust",2022-11-11 14:17:17.097,7
91997,"Om afskaffelse af indtægtsregulering af folke-, senior- og førtidspension på grund af ægtefælle eller samlevers arbejdsindtægt m.v.",2023-07-10 09:50:36.570,3
92019,Henstilling om AFGØRELSE om at bemyndige Kommissionen til at indlede forhandlinger om ændring af aftalen mellem EU og Norge om samarbejde på momsområdet,2024-08-16 13:12:21.413,7
92020,Forslag til FORORDNING om suspension af toldsatser i den fælles toldtarif (visse landbrugs- og industriprodukter),2024-08-12 14:11:27.277,7
92041,Forslag til AFGØRELSE om EU's holdning i Rådet for Verdenstoldorganisationen (ændring af forretningsordenen for HS-Udvalget),2024-08-12 13:43:16.850,7
92042,Forslag til FORORDNING om midlertidig handelsliberalisering for ukrainske varer under associeringsaftalen mellem EU og Ukraine,2023-06-16 09:40:49.467,7
92052,Forslag til DIREKTIV om urimelige retssager (SLAPP-sager),2024-04-19 15:38:21.060,7
92055,"Forslag til DIREKTIV om én enkelt ansøgningsprocedure for en kombineret tilladelse  for arbejdstagere fra tredjelandsstatsborgere ",2024-05-29 14:37:52.527,7
92056,"Forslag til DIREKTIV om tredjelandsstatsborgeres status som fastboende udlænding ",2024-01-30 15:24:45.153,7
92063,"Forslag til FORORDNING om digitalisering af visumproceduren ",2024-04-22 11:44:09.400,7
92066,Forslag til AFGØRELSE om EU's holdning i associeringsrådet til Euro-Middelhavsaftalen om associering mellem EU og Egypten,2024-08-12 12:42:45.457,7
92081,Forslag til AFGØRELSE om EU's holdning i Komitéen for Havnestatskontrol under Parisaftalememorandummet (Ruslands medlemskab af organisationen),2024-08-12 12:00:37.520,7
92089,Om afholdelse af folkeafstemning om Danmarks deltagelse i det europæiske samarbejde om sikkerhed og forsvar ved at afskaffe EU-forsvarsforbeholdet.,2023-02-22 11:09:28.947,3
92132,"Forslag til forordning om det europæiske sundhedsdataområde (EHDS-forslaget)  ",2025-03-05 15:17:15.577,7
92157,MEDDELELSE FRA KOMMISSIONEN Udnyttelse af potentialet i EU's regioner i den yderste periferi,2024-02-26 14:06:15.137,7
92158,Forslag til FORORDNING om autonome EU-toldkontingenter for visse landbrugs- og industriprodukter,2024-08-12 13:35:40.237,7
92194,Forslag til AFGØRELSE om EU's holdning på Verdenssundhedsforsamlingens 75. samling om ændringer af sundhedsregulativet (2005),2024-07-11 14:15:57.497,7
92196,Forslag til AFGØRELSE om undertegnelse af lufttransportaftalen mellem EU og sydøstasiatiske lande (ASEAN),2024-08-16 13:32:33.117,7
92209,Forslag til AFGØRELSE om mobilisering af Globaliseringsfonden - ansøgning fra Frankrig (Air France),2024-08-12 15:16:25.460,7
92210,Forslag til AFGØRELSE om undertegnelse af den frivillige partnerskabsaftale mellem EU og Guyana om handel m.m. på skovbrugsområdet (FLEGT),2024-08-28 15:02:44.913,7
92218,Rådsmøde landbrug og fiskeri 26/9-22,2022-12-05 14:36:39.593,6
92220,Rådsmøde økofin 4/10-22,2022-12-05 14:37:31.310,6
92245,Om justering af rammerne for opfølgning på beretninger fra granskningskommissioner og visse undersøgelseskommissioner.,2024-03-22 10:46:11.003,5
92288,"Forslag til DIREKTIV om reduktion af fradragsretten for renter i forbindelse med selskabsskat (DEBRA) ",2024-01-12 10:28:37.350,7
92289,"Forslag til DIREKTIV om aftaler om finansielle tjenesteydelser - fjernsalg ",2025-04-11 09:19:58.607,7
92290,"Forslag til forordning om bekæmpelse af seksuelt misbrug af børn (CSA-/Chatkontrol-forordningen)  ",2025-04-11 13:47:43.627,7
92295,"Forslag til AFGØRELSE om indgåelse af aftalen mellem EU og New Zealand om udveksling af personoplysninger om terror (Europol) ",2025-03-04 16:24:24.697,7
92296,Forslag til AFGØRELSE om undertegnelse af aftalen mellem EU og New Zealand om udveksling af personoplysninger om terror (Europol),2024-08-12 14:45:43.767,7
92297,Forslag til AFGØRELSE om EU's holdning i Det Blandede EØS-Udvalg (InvestEU),2024-08-12 14:26:36.847,7
92298,Forslag til AFGØRELSE om EU's holdning i Det Blandede EØS-Udvalg til EØS-aftalen (Budgetpost - Social sikring),2024-08-12 14:40:05.040,7
92299,Forslag til forordning om de finansielle regler til budgettet (Finansforordningen - Omarbejdningsforslaget)),2025-01-24 14:21:43.583,7
92361,Rådsmøde RIA 13-14/10-22,2022-12-05 14:38:50.367,6
92363,Rådsmøde landbrug og fiskeri 17-18/10-22,2024-08-28 13:42:06.247,6
92367,Rådsmøde økofin 8/11-22,2022-11-28 15:17:02.440,6
92369,"Rådsmøde transport, tele og energi 5-6/12-22",2022-12-05 14:30:38.430,6
92370,"Rådsmøde transport, tele og energi 19/12-22",2022-12-01 16:28:11.760,6
92371,Rådsmøde økofin - budget 11/11-22,2022-12-05 14:40:49.760,6
92372,Rådsmøde økofin 6/12-22,2022-12-05 14:31:01.040,6
92373,Rådsmøde udenrigsanliggender 14-15/11-22,2022-12-05 14:41:58.517,6
92374,Rådsmøde udenrigsanliggender - handel 25/11-22,2022-12-05 14:43:50.717,6
92375,Rådsmøde udenrigsanliggender - udvikling 28/11-22,2022-12-05 14:44:48.907,6
92376,Rådsmøde udenrigsanliggender 12/12-22,2022-12-05 11:02:24.487,6
92377,Rådsmøde almindelige anliggender 18/11-22,2022-12-05 14:30:10.437,6
92378,Rådsmøde almindelige anliggender - samhørighed 22/11-22,2022-12-05 14:29:46.473,6
92379,Rådsmøde almindelige anliggender 13/12-22,2022-12-09 10:29:04.467,6
92380,Rådsmøde landbrug og fiskeri 21/11-22,2022-12-05 14:50:26.733,6
92381,Rådsmøde landbrug og fiskeri 11-12/12-22,2022-12-05 14:51:17.010,6
92382,Rådsmøde 28-29/11-22 - uddannelse m.v.,2022-12-05 14:52:53.370,6
92383,Rådsmøde konkurrenceevne 1-2/12-22,2022-12-05 14:54:21.003,6
92384,Rådsmøde RIA 8-9/12-22,2022-11-24 13:46:08.717,6
92385,Rådsmøde beskæftigelse m.v. 8-9/12-22,2022-11-24 13:11:12.447,6
92386,Det Europæiske Råd 15/12-22,2022-12-16 14:12:11.877,6
92388,Rådsmøde miljø 20/12-22,2022-12-01 16:34:06.560,6
92397,FÆLLES MEDDELELSE om en analyse af investeringsunderskud på forsvarsområdet,2024-09-06 15:49:14.740,7
92398,Forslag til FORORDNING om ekstraordinær midlertidig støtte fra  Landbrugsfonden for Udvikling af Landdistrikter (ELFUL) pga. Ukraine,2024-08-12 14:34:33.813,7
92401,Forslag til GENNEMFØRELSESAFGØRELSE om at bemyndige Finland en reduceret afgiftssats på elektricitet (varmepumper m.m.),2024-08-12 13:57:26.490,7
92406,"Forslag til AFGØRELSE om EU's holdning på det 14. møde i det tekniske ekspertudvalg under Den Mellemstatslige Organisation for Internationale Jernbanebefordringer ",2024-08-12 12:43:40.260,7
92488,"Forslag til DIREKTIV om inddrivelse og konfiskation af aktiver  ",2024-05-29 15:07:41.727,7
92490,"Forslag til AFGØRELSE om at tilføje overtrædelsen af restriktive foranstaltninger til kriminalitetsområderne i artikel 83, stk. 1 TEUF",2024-07-10 15:00:06.840,7
92497,Forslag til AFGØRELSE om mobilisering af Globaliseringsfonden -  ansøgning fra Grækenland/Attika - Fremstilling af elektrisk udstyr,2024-08-12 15:08:33.997,7
92516,Almindelige direkte valg af medlemmerne af Europa-Parlamentet,2024-12-05 15:03:46.857,7
92519," Forslag til AFGØRELSE om EU's holdning i FN's Økonomiske Kommission om  FN-regulativer om motorkøretøjer (forureningsbegrænsende  udstyr m.m.) ",2024-08-12 12:46:35.180,7
92540,"Om, at en ejendom, som tidligere har været anvendt til beboelse i perioden fra 1966-2011 og efterfølgende er overgået til erhvervsejendom, nu klassificeres som brandklasse 2 og dermed kræver en certificeret brandrådgiver.",2022-11-03 15:15:07.557,10
92565,Forslag til AFGØRELSE om EU's holdning i ACS/AVS-EU-Ambassadørudvalget til Cotonou-aftalen,2024-08-12 12:49:47.210,7
92567,Forslag til AFGØRELSE om Kroatiens indførelse af euroen den 1. januar 2023,2022-12-05 09:45:03.957,7
92569,Forslag til ÆNDRING af FORORDNING - indførelse af euroen i Kroatien,2024-08-16 11:50:29.350,7
92587,Forslag til ÆNDRING af FORORDNING om fiskerimuligheder for visse fiskebestande i 2022 i EU-farvande og visse andre farvande,2024-08-12 14:49:44.397,7
92608,Forslag til AFGØRELSE om ændring af listerne over specifikke forpligtelser i den almindelige overenskomst om handel med tjenesteydelser under GATS,2023-01-16 15:49:30.337,7
92622,Forslag til AFGØRELSE om at bemyndige Polen til at ratificere ændringen af konventionen om af sejbestandene i Beringshavet,2025-04-16 15:11:26.183,7
92623,Forslag til AFGØRELSE om EU's holdning i Underudvalget vedrørende Geografiske Betegnelser til partnerskabsaftale mellem EU og Armenien,2024-08-28 15:14:50.630,7
92637,"Forslag til AFGØRELSE om de finansielle bidrag til Udviklingsfonden, herunder anden tranche for 2022",2024-08-12 14:28:22.440,7
92639,Forslag til FORORDNING om midlertidige handelsmæssige lempelser for moldoviske varer,2024-08-16 13:00:02.853,7
92643,Forslag til AFGØRELSE om retningslinjer for medlemsstaternes beskæftigelsespolitikker,2023-05-25 09:09:32.687,7
92650,"Forslag til forordning om REPowerEU i genopretnings- og resiliensplaner ",2023-05-17 10:58:18.237,7
92656,Forslag til gennemførelsesafgørelse om godkendelse af Polens genopretnings- og resiliensplan,2024-07-05 11:41:22.327,7
92661,Forslag til AFGØRELSE om undertegnelse af den udvidede partnerskabs- og samarbejdsaftale mellem EU og Kirgisistan,2024-09-20 13:51:24.870,7
92696,Forslag til AFGØRELSE om undertegnelse og midlertidig anvendelse af aftalen mellem EU og Ukraine om vejgodstransport,2024-08-12 14:52:35.183,7
92697,Forslag til AFGØRELSE om undertegnelse og midlertidig anvendelse af aftalen mellem EU og Moldova om vejgodstransport,2024-08-16 11:32:24.520,7
92698,Forslag til AFGØRELSE om indgåelse af aftalen mellem EU og Moldova om vejgodstransport,2023-01-16 15:54:12.513,7
92699,Forslag til AFGØRELSE om indgåelse af aftalen mellem EU og Ukraine om vejgodstransport,2023-01-16 15:55:14.940,7
92701,MEDDELELSE FRA KOMMISSIONEN Udtalelse om Georgiens ansøgning om medlemskab af EU,2023-02-06 15:56:28.517,7
92702,MEDDELELSE FRA KOMMISSIONEN Udtalelse om Ukraines ansøgning om medlemskab af EU,2025-01-24 10:53:03.203,7
92703,MEDDELELSE FRA KOMMISSIONEN Udtalelse om Moldovas ansøgning om medlemskab af EU,2023-06-09 15:37:34.243,7
92708,Forslag til AFGØRELSE om EU's holdning på den 226. samling i Rådet for Organisationen for International Civil Luftfart (ICAO),2024-08-16 12:54:09.457,7
92709,MEDDELELSE FRA KOMMISSIONEN KONFERENCE OM EUROPAS FREMTID Fra vision til konkret handling,2025-01-17 15:45:44.237,7
92710,Forslag til FORORDNING om midlertidige foranstaltninger om kørekort udstedt af Ukraine,2024-08-16 13:00:55.503,7
92711,Forslag til ÆNDRING af GENNEMFØRELSESAFGØRELSE om midlertidig støtte til Rumænien mod arbejdsløshed i nødsituationen som følge af covid-19 (SURE),2024-08-16 12:55:28.607,7
92712,Forslag til AFGØRELSE om EU's holdning i Centralkommissionen for Sejlads på Rhinen (reviderede besætningsregler),2024-08-28 14:46:14.603,7
92713,Forslag til AFGØRELSE om midler under 10. og 11.  Udviklingsfond (håndtering af fødevaresikkerhedskrisen og økonomisk chok i AVS-landene efter Ukraine-krisen)),2024-08-16 12:51:29.447,7
92737,MEDDELELSE FRA KOMMISSIONEN Handelspartnerskabernes styrke,2023-05-10 16:26:13.240,7
92738,Forslag til forordning om bæredygtig anvendelse af plantebeskyttelsesmidler (pesticider - SUR),2024-07-10 13:17:06.833,7
92739,Forslag til forordning om naturgenopretning,2024-08-07 10:52:36.540,7
92772,RAPPORT FRA KOMMISSIONEN om Pericles IV-programmet om beskyttelse af euroen mod falskmøntneri i 2021,2023-08-02 12:07:41.947,7
92779,FORSLAG TIL ÆNDRINGSBUDGET NR. 4 TIL BUDGETTET 2022 Ajourføring af indtægter (egne indtægter) og andre tekniske tilpasninger,2024-03-01 16:30:44.483,7
92780,Forslag til afgørelse om ekstraordinær makrofinansiel bistand til Ukraine,2024-02-29 11:35:01.040,7
92787,"FORSLAG til budgettet for 2023 ",2025-03-04 16:30:44.677,7
92790,Fælles forslag til ændring af FORORDNING om restriktive foranstaltninger mod Rusland (6. sanktionspakke - bl.a. olie),2024-03-08 12:29:09.653,7
92791,"Fælles forslag til ændring af FORORDNING (EU) nr. 269/2014 om restriktive foranstaltninger over for tiltag, der underminerer eller truer Ukraine",2024-12-19 13:29:23.803,7
92798,Forslag til FORORDNING om nye moduler for miljøøkonomiske regnskaber,2024-12-11 16:12:51.450,7
92806,"MEDDELELSE FRA KOMMISSIONEN Rapport om retsstatssituationen 2022 ",2023-03-31 12:56:24.763,7
92812,"Forslag til forordning om kvalitets- og sikkerhedsstandarder for substanser af menneskelig oprindelse (blod, væv m.m.  - ""SoHO'er"")",2024-08-07 10:39:43.323,7
92816,Forslag til FORORDNING om forsvarsindustrien gennem fælles indkøb (EDIRPA),2024-03-01 16:32:13.500,7
92821,Forslag til FORORDNING om ændring af bilag I til told- og statistiknomenklaturen og Den Fælles Toldtarif,2024-07-11 13:41:43.260,7
92824,Forslag til FORORDNING om reduktion af efterspørgslen efter gas,2023-03-21 11:59:34.427,7
92827,Forslag til FORORDNING om Interreg-programmerne for 2014-2020 (Ukraine),2022-12-09 15:33:02.537,7
92832,Forslag til ÆNDRING af GENNEMFØRELSESAFGØRELSE om at bemyndige Luxembourg til at fravige Momsdirektivet (årsomsætning under 35.000 euro),2024-08-16 13:35:02.150,7
92842,"Forslag til FORORDNING om anvendelse af artikel 93, 107 og 108 TEUF på visse former for statsstøtte i transportsektorer",2024-07-11 14:21:40.190,7
92845,RAPPORT FRA KOMMISSIONEN om gennemførelsen af genopretnings- og resiliensfaciliteten (genopretningsplanen),2024-01-26 16:34:28.557,7
92849,Forslag til AFGØRELSE om undertegnelse af rammeaftalen om partnerskab og samarbejde mellem EU og Malaysia,2024-08-28 15:13:46.103,7
92855,Forslag til AFGØRELSE om EU's holdning i Energifællesskabets ministerråd om indarbejdelsen af forordningen om gaslagring,2024-02-22 10:50:36.897,7
92856,Forslag til FORORDNING om ophævelse af forordninger om bogføring af de udgifter til transporter med jernbane m.m.,2025-02-11 15:42:20.673,7
92878,Forslag til AFGØRELSE om EU's holdning i Udvalget for Udarbejdelse af Standarder for Sejlads på Indre Vandveje og i Centralkommissionen for Sejlads på Rhinen,2024-08-28 15:01:37.453,7
92909,Forslag til AFGØRELSE om EU's holdning i Det Blandede Udvalg for Geografiske Betegnelser til aftalen mellem EU og Kina (vedtagelse af forretningsorden),2024-08-16 13:39:43.493,7
92913,"Forslag til AFGØRELSE om EU's holdning i Det Blandede EØS-Udvalg (Elektronisk kommunikation, audiovisuelle tjenesteydelser m.v.)",2025-03-05 15:30:22.617,7
92920,"Henstilling på AFGØRELSE om en Europarådskonvention om kunstig intelligens, menneskerettigheder, demokrati og retsstatsprincippet",2024-04-08 10:12:24.900,7
92927,Om nedsættelse af den almindelige elafgift i fjerde kvartal 2022 og i 2023 og forhøjelse af det maksimale beskæftigelsesfradrag for indkomstårene 2022 og 2023.,2023-01-27 12:05:07.110,3
92928,Om fremrykning af forhøjelse af SU-fribeløb.,2023-01-27 12:06:11.223,3
92929,"Om ekstra økonomisk støtte til modtagere af ældrechecken, overførselsmodtagere, SU-handicaptillægsmodtagere og SU-forsørgertillægsmodtagere.",2023-01-27 12:07:21.870,3
92930,"Forslag til AFGØRELSE om EU's holdning i Medlemsrådet under Det Internationale Olivenråd (IOC) - fjernelsen af kategorien almindelig jomfruolie ",2024-07-10 15:08:33.013,7
