,Afstemningsid,Parti,For/imod/hverken
59064,8664,ALT,For
59065,8664,S,Imod
59066,8664,V,Imod
59067,8664,KF,Imod
59068,8664,DF,Imod
59069,8664,NB,Imod
59070,8664,LA,Imod
59071,8665,S,For
59072,8665,V,For
59073,8665,RV,For
59074,8665,KF,For
59075,8665,DF,For
59076,8665,NB,For
59077,8665,LA,For
59078,8665,ALT,For
59079,8665,KD,For
59080,8665,UFG,For
59081,8665,SF,Imod
59082,8665,EL,Imod
59083,8665,FG,Imod
59084,8666,S,For
59085,8666,V,For
59086,8666,SF,For
59087,8666,RV,For
59088,8666,KF,For
59089,8666,DF,For
59090,8666,NB,For
59091,8666,LA,For
59092,8666,ALT,For
59093,8666,KD,For
59094,8666,EL,Imod
59095,8666,FG,Imod
59096,8667,S,For
59097,8667,V,For
59098,8667,RV,For
59099,8667,KF,For
59100,8667,DF,For
59101,8667,NB,For
59102,8667,LA,For
59103,8667,FG,For
59104,8667,UFG,For
59105,8667,SF,Imod
59106,8667,EL,Imod
59107,8667,Mona Juul (KF),Imod
59108,8667,Birgitte Bergman (KF),Imod
59109,8667,Brigitte Klintskov Jerkel (KF),Imod
59110,8667,ALT,Imod
59111,8668,S,For
59112,8668,V,For
59113,8668,SF,For
59114,8668,RV,For
59115,8668,KF,For
59116,8668,DF,For
59117,8668,LA,For
59118,8668,UFG,For
59119,8668,EL,Imod
59120,8668,NB,Imod
59121,8668,FG,Imod
59122,8668,ALT,Hverken
59123,8669,S,For
59124,8669,V,For
59125,8669,SF,For
59126,8669,RV,For
59127,8669,EL,For
59128,8669,KF,For
59129,8669,DF,For
59130,8669,LA,For
59131,8669,UFG,For
59132,8669,NB,Imod
59133,8669,FG,Imod
59134,8669,ALT,Hverken
59135,8670,S,For
59136,8670,V,For
59137,8670,SF,For
59138,8670,RV,For
59139,8670,EL,For
59140,8670,KF,For
59141,8670,DF,For
59142,8670,LA,For
59143,8670,UFG,For
59144,8670,NB,Imod
59145,8670,FG,Imod
59146,8670,ALT,Hverken
59147,8671,V,For
59148,8671,KF,For
59149,8671,DF,For
59150,8671,NB,For
59151,8671,FG,For
59152,8671,UFG,For
59153,8671,S,Imod
59154,8671,SF,Imod
59155,8671,RV,Imod
59156,8671,EL,Imod
59157,8671,LA,Imod
59158,8671,ALT,Imod
59159,8672,DF,For
59160,8672,UFG,For
59161,8672,S,Imod
59162,8672,V,Imod
59163,8672,SF,Imod
59164,8672,RV,Imod
59165,8672,EL,Imod
59166,8672,KF,Imod
59167,8672,LA,Imod
59168,8672,FG,Imod
59169,8672,ALT,Imod
59170,8672,NB,Hverken
59171,8673,S,For
59172,8673,V,For
59173,8673,SF,For
59174,8673,RV,For
59175,8673,EL,For
59176,8673,FG,For
59177,8673,ALT,For
59178,8673,Orla Østerby (UFG),For
59179,8673,KF,Imod
59180,8673,DF,Imod
59181,8673,NB,Imod
59182,8673,LA,Imod
59183,8673,UFG,Imod
59184,8674,S,For
59185,8674,V,For
59186,8674,KF,For
59187,8674,DF,For
59188,8674,NB,For
59189,8674,UFG,For
59190,8674,SF,Imod
59191,8674,RV,Imod
59192,8674,EL,Imod
59193,8674,LA,Imod
59194,8674,FG,Imod
59195,8674,ALT,Imod
59196,8675,S,For
59197,8675,V,For
59198,8675,SF,For
59199,8675,RV,For
59200,8675,EL,For
59201,8675,KF,For
59202,8675,DF,For
59203,8675,NB,For
59204,8675,FG,For
59205,8675,ALT,For
59206,8675,UFG,For
59207,8675,LA,Imod
59208,8676,V,For
59209,8676,KF,For
59210,8676,DF,For
59211,8676,UFG,For
59212,8676,S,Imod
59213,8676,SF,Imod
59214,8676,RV,Imod
59215,8676,EL,Imod
59216,8676,LA,Imod
59217,8676,FG,Imod
59218,8676,ALT,Imod
59219,8676,NB,Hverken
59220,8677,KF,For
59221,8677,DF,For
59222,8677,NB,For
59223,8677,UFG,For
59224,8677,S,Imod
59225,8677,SF,Imod
59226,8677,RV,Imod
59227,8677,EL,Imod
59228,8677,LA,Imod
59229,8677,FG,Imod
59230,8677,ALT,Imod
59231,8677,V,Hverken
59232,8678,EL,For
59233,8678,ALT,For
59234,8678,S,Imod
59235,8678,V,Imod
59236,8678,SF,Imod
59237,8678,RV,Imod
59238,8678,KF,Imod
59239,8678,DF,Imod
59240,8678,NB,Imod
59241,8678,LA,Imod
59242,8678,FG,Imod
59243,8678,UFG,Imod
59244,8679,S,For
59245,8679,DF,For
59246,8679,LA,For
59247,8679,UFG,For
59248,8679,V,Imod
59249,8679,SF,Imod
59250,8679,RV,Imod
59251,8679,EL,Imod
59252,8679,KF,Imod
59253,8679,NB,Imod
59254,8679,FG,Imod
59255,8679,ALT,Imod
59256,8680,SF,For
59257,8680,RV,For
59258,8680,S,Imod
59259,8680,V,Imod
59260,8680,EL,Imod
59261,8680,KF,Imod
59262,8680,DF,Imod
59263,8680,NB,Imod
59264,8680,LA,Imod
59265,8680,FG,Imod
59266,8680,ALT,Imod
59267,8680,UFG,Imod
59268,8681,S,For
59269,8681,SF,For
59270,8681,RV,For
59271,8681,EL,For
59272,8681,ALT,For
59273,8681,V,Imod
59274,8681,KF,Imod
59275,8681,DF,Imod
59276,8681,NB,Imod
59277,8681,LA,Imod
59278,8681,FG,Imod
59279,8681,UFG,Imod
59280,8682,KF,For
59281,8682,DF,For
59282,8682,NB,For
59283,8682,UFG,For
59284,8682,S,Imod
59285,8682,V,Imod
59286,8682,SF,Imod
59287,8682,RV,Imod
59288,8682,EL,Imod
59289,8682,LA,Imod
59290,8682,FG,Imod
59291,8682,ALT,Imod
59292,8682,KD,Imod
59293,8683,KF,For
59294,8683,DF,For
59295,8683,NB,For
59296,8683,UFG,For
59297,8683,S,Imod
59298,8683,V,Imod
59299,8683,SF,Imod
59300,8683,RV,Imod
59301,8683,EL,Imod
59302,8683,LA,Imod
59303,8683,FG,Imod
59304,8683,ALT,Imod
59305,8683,KD,Imod
59306,8684,SF,For
59307,8684,RV,For
59308,8684,EL,For
59309,8684,ALT,For
59310,8684,S,Imod
59311,8684,V,Imod
59312,8684,KF,Imod
59313,8684,DF,Imod
59314,8684,NB,Imod
59315,8684,LA,Imod
59316,8684,FG,Imod
59317,8684,KD,Imod
59318,8684,UFG,Imod
59319,8685,SF,For
59320,8685,EL,For
59321,8685,ALT,For
59322,8685,S,Imod
59323,8685,V,Imod
59324,8685,RV,Imod
59325,8685,KF,Imod
59326,8685,DF,Imod
59327,8685,NB,Imod
59328,8685,LA,Imod
59329,8685,FG,Imod
59330,8685,KD,Imod
59331,8685,UFG,Imod
59332,8686,SF,For
59333,8686,RV,For
59334,8686,EL,For
59335,8686,ALT,For
59336,8686,S,Imod
59337,8686,V,Imod
59338,8686,KF,Imod
59339,8686,DF,Imod
59340,8686,NB,Imod
59341,8686,LA,Imod
59342,8686,FG,Imod
59343,8686,KD,Imod
59344,8686,UFG,Imod
59345,8687,SF,For
59346,8687,RV,For
59347,8687,EL,For
59348,8687,FG,For
59349,8687,ALT,For
59350,8687,S,Imod
59351,8687,V,Imod
59352,8687,KF,Imod
59353,8687,DF,Imod
59354,8687,NB,Imod
59355,8687,LA,Imod
59356,8687,KD,Imod
59357,8687,UFG,Imod
59358,8687,Lars Løkke Rasmussen (UFG),Hverken
59359,8688,S,For
59360,8688,V,For
59361,8688,SF,For
59362,8688,RV,For
59363,8688,EL,For
59364,8688,KF,For
59365,8688,LA,For
59366,8688,UFG,For
59367,8688,FG,Imod
59368,8688,DF,Hverken
59369,8688,NB,Hverken
59370,8688,ALT,Hverken
59371,8689,S,For
59372,8689,V,For
59373,8689,SF,For
59374,8689,RV,For
59375,8689,EL,For
59376,8689,KF,For
59377,8689,DF,For
59378,8689,LA,For
59379,8689,FG,For
59380,8689,UFG,For
59381,8689,NB,Imod
59382,8690,S,For
59383,8690,SF,For
59384,8690,RV,For
59385,8690,EL,For
59386,8690,FG,For
59387,8690,V,Imod
59388,8690,KF,Imod
59389,8690,DF,Imod
59390,8690,NB,Imod
59391,8690,LA,Imod
59392,8690,UFG,Imod
59393,8691,S,For
59394,8691,V,For
59395,8691,SF,For
59396,8691,RV,For
59397,8691,EL,For
59398,8691,KF,For
59399,8691,DF,For
59400,8691,LA,For
59401,8691,FG,For
59402,8691,UFG,For
59403,8691,NB,Imod
59404,8692,S,For
59405,8692,V,For
59406,8692,SF,For
59407,8692,RV,For
59408,8692,EL,For
59409,8692,KF,For
59410,8692,DF,For
59411,8692,NB,For
59412,8692,LA,For
59413,8692,FG,For
59414,8692,UFG,For
59415,8693,S,For
59416,8693,SF,For
59417,8693,RV,For
59418,8693,EL,For
59419,8693,FG,For
59420,8693,V,Imod
59421,8693,KF,Imod
59422,8693,DF,Imod
59423,8693,UFG,Imod
59424,8693,NB,Hverken
59425,8693,LA,Hverken
59426,8694,S,For
59427,8694,V,For
59428,8694,SF,For
59429,8694,RV,For
59430,8694,EL,For
59431,8694,KF,For
59432,8694,DF,For
59433,8694,LA,For
59434,8694,FG,For
59435,8694,UFG,For
59436,8694,NB,Imod
59437,8695,S,For
59438,8695,V,For
59439,8695,SF,For
59440,8695,RV,For
59441,8695,EL,For
59442,8695,KF,For
59443,8695,DF,For
59444,8695,NB,For
59445,8695,LA,For
59446,8695,FG,For
59447,8695,UFG,For
59448,8696,S,For
59449,8696,V,For
59450,8696,SF,For
59451,8696,RV,For
59452,8696,KF,For
59453,8696,DF,For
59454,8696,NB,For
59455,8696,LA,For
59456,8696,UFG,For
59457,8696,EL,Imod
59458,8696,FG,Imod
59459,8697,S,For
59460,8697,V,For
59461,8697,SF,For
59462,8697,RV,For
59463,8697,EL,For
59464,8697,KF,For
59465,8697,FG,For
59466,8697,Dennis Flydtkjær (DF),Imod
59467,8697,NB,Imod
59468,8697,LA,Imod
59469,8697,DF,Hverken
59470,8697,UFG,Hverken
59471,8698,V,For
59472,8698,DF,For
59473,8698,UFG,For
59474,8698,S,Imod
59475,8698,SF,Imod
59476,8698,RV,Imod
59477,8698,EL,Imod
59478,8698,KF,Imod
59479,8698,FG,Imod
59480,8698,NB,Hverken
59481,8698,LA,Hverken
59482,8699,SF,For
59483,8699,EL,For
59484,8699,DF,For
59485,8699,NB,For
59486,8699,FG,For
59487,8699,S,Imod
59488,8699,V,Imod
59489,8699,RV,Imod
59490,8699,KF,Imod
59491,8699,LA,Imod
59492,8699,UFG,Imod
59493,8700,S,For
59494,8700,V,Imod
59495,8700,SF,Imod
59496,8700,RV,Imod
59497,8700,EL,Imod
59498,8700,KF,Imod
59499,8700,DF,Imod
59500,8700,NB,Imod
59501,8700,LA,Imod
59502,8700,FG,Imod
59503,8700,UFG,Imod
59504,8701,SF,For
59505,8701,RV,For
59506,8701,EL,For
59507,8701,FG,For
59508,8701,S,Imod
59509,8701,V,Imod
59510,8701,KF,Imod
59511,8701,DF,Imod
59512,8701,NB,Imod
59513,8701,LA,Imod
59514,8701,UFG,Imod
59515,8702,V,For
59516,8702,KF,For
59517,8702,LA,For
59518,8702,S,Imod
59519,8702,SF,Imod
59520,8702,RV,Imod
59521,8702,EL,Imod
59522,8702,DF,Imod
59523,8702,FG,Imod
59524,8702,UFG,Imod
59525,8702,NB,Hverken
59526,8703,S,For
59527,8703,V,For
59528,8703,SF,For
59529,8703,RV,For
59530,8703,EL,For
59531,8703,KF,For
59532,8703,DF,For
59533,8703,LA,For
59534,8703,FG,For
59535,8703,ALT,For
59536,8703,UFG,For
59537,8703,NB,Hverken
59538,8704,S,For
59539,8704,SF,For
59540,8704,RV,For
59541,8704,EL,For
59542,8704,FG,For
59543,8704,ALT,For
59544,8704,V,Imod
59545,8704,KF,Imod
59546,8704,DF,Imod
59547,8704,NB,Imod
59548,8704,LA,Imod
59549,8704,UFG,Imod
59550,8705,S,For
59551,8705,V,For
59552,8705,SF,For
59553,8705,RV,For
59554,8705,EL,For
59555,8705,KF,For
59556,8705,DF,For
59557,8705,NB,For
59558,8705,LA,For
59559,8705,FG,For
59560,8705,ALT,For
59561,8705,UFG,For
59562,8705,Marie Krarup (UFG),Imod
59563,8706,S,For
59564,8706,V,For
59565,8706,SF,For
59566,8706,RV,For
59567,8706,EL,For
59568,8706,KF,For
59569,8706,DF,For
59570,8706,NB,For
59571,8706,LA,For
59572,8706,FG,For
59573,8706,ALT,For
59574,8706,UFG,For
59575,8707,S,For
59576,8707,V,For
59577,8707,SF,For
59578,8707,RV,For
59579,8707,EL,For
59580,8707,KF,For
59581,8707,DF,For
59582,8707,NB,For
59583,8707,UFG,For
59584,8707,LA,Imod
59585,8707,FG,Imod
59586,8707,ALT,Imod
59587,8708,SF,For
59588,8708,RV,For
59589,8708,EL,For
59590,8708,FG,For
59591,8708,ALT,For
59592,8708,S,Imod
59593,8708,V,Imod
59594,8708,KF,Imod
59595,8708,DF,Imod
59596,8708,NB,Imod
59597,8708,LA,Imod
59598,8708,UFG,Imod
59599,8709,S,For
59600,8709,V,For
59601,8709,SF,For
59602,8709,RV,For
59603,8709,EL,For
59604,8709,KF,For
59605,8709,DF,For
59606,8709,NB,For
59607,8709,LA,For
59608,8709,FG,For
59609,8709,ALT,For
59610,8709,UFG,For
59611,8710,S,For
59612,8710,SF,For
59613,8710,RV,For
59614,8710,EL,For
59615,8710,FG,For
59616,8710,ALT,For
59617,8710,V,Imod
59618,8710,KF,Imod
59619,8710,DF,Imod
59620,8710,NB,Imod
59621,8710,LA,Imod
59622,8710,UFG,Imod
59623,8711,DF,For
59624,8711,NB,For
59625,8711,UFG,For
59626,8711,S,Imod
59627,8711,V,Imod
59628,8711,SF,Imod
59629,8711,RV,Imod
59630,8711,EL,Imod
59631,8711,KF,Imod
59632,8711,LA,Imod
59633,8711,FG,Imod
59634,8712,DF,For
59635,8712,UFG,For
59636,8712,S,Imod
59637,8712,V,Imod
59638,8712,SF,Imod
59639,8712,RV,Imod
59640,8712,EL,Imod
59641,8712,KF,Imod
59642,8712,LA,Imod
59643,8712,FG,Imod
59644,8712,NB,Hverken
59645,8713,DF,For
59646,8713,UFG,For
59647,8713,S,Imod
59648,8713,V,Imod
59649,8713,SF,Imod
59650,8713,RV,Imod
59651,8713,EL,Imod
59652,8713,KF,Imod
59653,8713,LA,Imod
59654,8713,FG,Imod
59655,8713,NB,Hverken
59656,8714,DF,For
59657,8714,NB,For
59658,8714,S,Imod
59659,8714,V,Imod
59660,8714,SF,Imod
59661,8714,RV,Imod
59662,8714,EL,Imod
59663,8714,KF,Imod
59664,8714,LA,Imod
59665,8714,FG,Imod
59666,8714,Liselott Blixt (UFG),Imod
59667,8714,UFG,Hverken
59668,8715,S,For
59669,8715,RV,For
59670,8715,FG,For
59671,8715,V,Imod
59672,8715,SF,Imod
59673,8715,EL,Imod
59674,8715,KF,Imod
59675,8715,DF,Imod
59676,8715,NB,Imod
59677,8715,LA,Imod
59678,8715,UFG,Imod
59679,8716,EL,For
59680,8716,FG,For
59681,8716,S,Imod
59682,8716,V,Imod
59683,8716,SF,Imod
59684,8716,RV,Imod
59685,8716,KF,Imod
59686,8716,DF,Imod
59687,8716,NB,Imod
59688,8716,LA,Imod
59689,8716,UFG,Imod
59690,8717,V,For
59691,8717,KF,For
59692,8717,DF,For
59693,8717,NB,For
59694,8717,LA,For
59695,8717,UFG,For
59696,8717,S,Imod
59697,8717,SF,Imod
59698,8717,RV,Imod
59699,8717,EL,Imod
59700,8717,FG,Imod
59701,8718,SF,For
59702,8718,S,Imod
59703,8718,V,Imod
59704,8718,RV,Imod
59705,8718,EL,Imod
59706,8718,KF,Imod
59707,8718,DF,Imod
59708,8718,NB,Imod
59709,8718,LA,Imod
59710,8718,FG,Imod
59711,8718,UFG,Imod
59712,8719,S,For
59713,8719,V,For
59714,8719,KF,For
59715,8719,Lars Christian Lilleholt (V),Imod
59716,8719,Hans Christian Schmidt (V),Imod
59717,8719,Thomas Danielsen (V),Imod
59718,8719,SF,Imod
59719,8719,RV,Imod
59720,8719,EL,Imod
59721,8719,DF,Imod
59722,8719,NB,Imod
59723,8719,LA,Imod
59724,8719,FG,Imod
59725,8719,UFG,Imod
59726,8720,S,For
59727,8720,SF,For
59728,8720,RV,For
59729,8720,EL,For
59730,8720,NB,For
59731,8720,FG,For
59732,8720,ALT,For
59733,8720,V,Imod
59734,8720,KF,Imod
59735,8720,LA,Imod
59736,8720,DF,Hverken
59737,8720,UFG,Hverken
59738,8721,S,For
59739,8721,V,For
59740,8721,KF,For
59741,8721,DF,For
59742,8721,NB,For
59743,8721,LA,For
59744,8721,UFG,For
59745,8721,SF,Imod
59746,8721,RV,Imod
59747,8721,EL,Imod
59748,8721,FG,Imod
59749,8721,ALT,Imod
59750,8722,DF,For
59751,8722,NB,For
59752,8722,UFG,For
59753,8722,S,Imod
59754,8722,V,Imod
59755,8722,SF,Imod
59756,8722,RV,Imod
59757,8722,EL,Imod
59758,8722,KF,Imod
59759,8722,LA,Imod
59760,8722,FG,Imod
59761,8722,ALT,Imod
59762,8723,S,For
59763,8723,V,For
59764,8723,KF,For
59765,8723,DF,For
59766,8723,NB,For
59767,8723,LA,For
59768,8723,UFG,For
59769,8723,SF,Imod
59770,8723,RV,Imod
59771,8723,EL,Imod
59772,8723,FG,Imod
59773,8723,ALT,Imod
59774,8724,SF,For
59775,8724,RV,For
59776,8724,EL,For
59777,8724,FG,For
59778,8724,ALT,For
59779,8724,S,Imod
59780,8724,V,Imod
59781,8724,KF,Imod
59782,8724,DF,Imod
59783,8724,NB,Imod
59784,8724,LA,Imod
59785,8724,UFG,Imod
59786,8725,RV,For
59787,8725,KF,For
59788,8725,S,Imod
59789,8725,SF,Imod
59790,8725,EL,Imod
59791,8725,DF,Imod
59792,8725,NB,Imod
59793,8725,LA,Imod
59794,8725,FG,Imod
59795,8725,ALT,Imod
59796,8725,UFG,Imod
59797,8725,V,Hverken
59798,8726,SF,For
59799,8726,RV,For
59800,8726,EL,For
59801,8726,FG,For
59802,8726,ALT,For
59803,8726,S,Imod
59804,8726,V,Imod
59805,8726,KF,Imod
59806,8726,DF,Imod
59807,8726,NB,Imod
59808,8726,LA,Imod
59809,8726,UFG,Imod
59810,8727,S,For
59811,8727,SF,For
59812,8727,RV,For
59813,8727,EL,For
59814,8727,FG,For
59815,8727,V,Imod
59816,8727,KF,Imod
59817,8727,DF,Imod
59818,8727,NB,Imod
59819,8727,LA,Imod
59820,8727,UFG,Imod
59821,8728,S,For
59822,8728,V,For
59823,8728,SF,For
59824,8728,RV,For
59825,8728,EL,For
59826,8728,KF,For
59827,8728,DF,For
59828,8728,NB,For
59829,8728,LA,For
59830,8728,FG,For
59831,8728,UFG,For
59832,8729,S,For
59833,8729,V,For
59834,8729,SF,For
59835,8729,RV,For
59836,8729,EL,For
59837,8729,KF,For
59838,8729,DF,For
59839,8729,FG,For
59840,8729,UFG,For
59841,8729,NB,Imod
59842,8729,LA,Hverken
59843,8730,S,For
59844,8730,V,For
59845,8730,SF,For
59846,8730,RV,For
59847,8730,KF,For
59848,8730,LA,For
59849,8730,EL,Imod
59850,8730,DF,Imod
59851,8730,NB,Imod
59852,8730,UFG,Imod
59853,8730,FG,Hverken
59854,8731,S,For
59855,8731,V,For
59856,8731,SF,For
59857,8731,RV,For
59858,8731,EL,For
59859,8731,KF,For
59860,8731,DF,For
59861,8731,NB,For
59862,8731,LA,For
59863,8731,FG,For
59864,8731,UFG,For
59865,8731,Marie Krarup (UFG),Imod
59866,8731,ALT,Hverken
59867,8732,S,For
59868,8732,V,For
59869,8732,SF,For
59870,8732,Zenia Stampe (RV),For
59871,8732,KF,For
59872,8732,DF,For
59873,8732,NB,For
59874,8732,LA,For
59875,8732,UFG,For
59876,8732,RV,Imod
59877,8732,EL,Imod
59878,8732,FG,Imod
59879,8732,ALT,Imod
59880,8733,S,For
59881,8733,V,For
59882,8733,SF,For
59883,8733,RV,For
59884,8733,EL,For
59885,8733,KF,For
59886,8733,DF,For
59887,8733,FG,For
59888,8733,ALT,For
59889,8733,UFG,For
59890,8733,NB,Hverken
59891,8733,LA,Hverken
59892,8734,S,For
59893,8734,SF,For
59894,8734,RV,For
59895,8734,EL,For
59896,8734,FG,For
59897,8734,ALT,For
59898,8734,V,Imod
59899,8734,KF,Imod
59900,8734,DF,Imod
59901,8734,NB,Imod
59902,8734,LA,Imod
59903,8734,UFG,Imod
59904,8735,S,For
59905,8735,V,For
59906,8735,SF,For
59907,8735,RV,For
59908,8735,EL,For
59909,8735,KF,For
59910,8735,DF,For
59911,8735,NB,For
59912,8735,LA,For
59913,8735,FG,For
59914,8735,ALT,For
59915,8735,UFG,For
59916,8736,S,For
59917,8736,V,For
59918,8736,SF,For
59919,8736,RV,For
59920,8736,KF,For
59921,8736,DF,For
59922,8736,NB,For
59923,8736,LA,For
59924,8736,ALT,For
59925,8736,UFG,For
59926,8736,EL,Imod
59927,8736,FG,Imod
59928,8737,SF,For
59929,8737,RV,For
59930,8737,EL,For
59931,8737,FG,For
59932,8737,ALT,For
59933,8737,S,Imod
59934,8737,V,Imod
59935,8737,KF,Imod
59936,8737,DF,Imod
59937,8737,NB,Imod
59938,8737,LA,Imod
59939,8737,UFG,Imod
59940,8738,SF,For
59941,8738,EL,For
59942,8738,KF,For
59943,8738,DF,For
59944,8738,NB,For
59945,8738,FG,For
59946,8738,ALT,For
59947,8738,S,Imod
59948,8738,V,Imod
59949,8738,RV,Imod
59950,8738,Gitte Willumsen (KF),Imod
59951,8738,Mona Juul (KF),Imod
59952,8738,Alex Ahrendtsen (DF),Imod
59953,8738,LA,Imod
59954,8738,UFG,Imod
59955,8739,S,For
59956,8739,V,For
59957,8739,SF,For
59958,8739,RV,For
59959,8739,EL,For
59960,8739,KF,For
59961,8739,NB,For
59962,8739,LA,For
59963,8739,FG,For
59964,8739,ALT,For
59965,8739,UFG,For
59966,8739,DF,Hverken
59967,8740,S,For
59968,8740,V,For
59969,8740,SF,For
59970,8740,RV,For
59971,8740,EL,For
59972,8740,KF,For
59973,8740,LA,For
59974,8740,FG,For
59975,8740,DF,Imod
59976,8740,NB,Imod
59977,8740,UFG,Imod
59978,8741,S,For
59979,8741,V,For
59980,8741,SF,For
59981,8741,RV,For
59982,8741,EL,For
59983,8741,KF,For
59984,8741,DF,For
59985,8741,LA,For
59986,8741,FG,For
59987,8741,UFG,For
59988,8741,NB,Hverken
59989,8742,S,For
59990,8742,SF,For
59991,8742,RV,For
59992,8742,EL,For
59993,8742,FG,For
59994,8742,V,Imod
59995,8742,KF,Imod
59996,8742,DF,Imod
59997,8742,NB,Imod
59998,8742,LA,Imod
59999,8742,UFG,Imod
60000,8743,S,For
60001,8743,V,For
60002,8743,SF,For
60003,8743,RV,For
60004,8743,EL,For
60005,8743,KF,For
60006,8743,DF,For
60007,8743,NB,For
60008,8743,LA,For
60009,8743,FG,For
60010,8743,UFG,For
60011,8744,S,For
60012,8744,V,For
60013,8744,SF,For
60014,8744,RV,For
60015,8744,EL,For
60016,8744,KF,For
60017,8744,DF,For
60018,8744,LA,For
60019,8744,FG,For
60020,8744,UFG,For
60021,8744,NB,Imod
60022,8745,S,For
60023,8745,V,For
60024,8745,SF,For
60025,8745,RV,For
60026,8745,EL,For
60027,8745,KF,For
60028,8745,DF,For
60029,8745,NB,For
60030,8745,LA,For
60031,8745,FG,For
60032,8745,UFG,For
60033,8746,S,For
60034,8746,V,For
60035,8746,KF,For
60036,8746,DF,For
60037,8746,NB,For
60038,8746,LA,For
60039,8746,UFG,For
60040,8746,SF,Imod
60041,8746,RV,Imod
60042,8746,EL,Imod
60043,8746,FG,Imod
60044,8747,S,For
60045,8747,V,For
60046,8747,SF,For
60047,8747,RV,For
60048,8747,EL,For
60049,8747,KF,For
60050,8747,DF,For
60051,8747,LA,For
60052,8747,FG,For
60053,8747,UFG,For
60054,8747,NB,Imod
60055,8748,DF,For
60056,8748,NB,For
60057,8748,UFG,For
60058,8748,S,Imod
60059,8748,V,Imod
60060,8748,SF,Imod
60061,8748,RV,Imod
60062,8748,EL,Imod
60063,8748,KF,Imod
60064,8748,LA,Imod
60065,8748,FG,Imod
60066,8748,SP,Imod
60067,8748,Naser Khader (UFG),Imod
60068,8749,S,For
60069,8749,V,For
60070,8749,SF,For
60071,8749,RV,For
60072,8749,EL,For
60073,8749,KF,For
60074,8749,LA,For
60075,8749,SP,For
60076,8749,Naser Khader (UFG),For
60077,8749,FG,Imod
60078,8749,DF,Hverken
60079,8749,NB,Hverken
60080,8749,UFG,Hverken
60081,8750,S,For
60082,8750,V,For
60083,8750,SF,For
60084,8750,RV,For
60085,8750,EL,For
60086,8750,KF,For
60087,8750,DF,For
60088,8750,NB,For
60089,8750,LA,For
60090,8750,SP,For
60091,8750,UFG,For
60092,8750,FG,Imod
60093,8751,DF,For
60094,8751,NB,For
60095,8751,UFG,For
60096,8751,S,Imod
60097,8751,V,Imod
60098,8751,SF,Imod
60099,8751,RV,Imod
60100,8751,EL,Imod
60101,8751,KF,Imod
60102,8751,LA,Imod
60103,8751,FG,Imod
60104,8751,Naser Khader (UFG),Imod
60105,8752,DF,For
60106,8752,NB,For
60107,8752,FG,For
60108,8752,UFG,For
60109,8752,S,Imod
60110,8752,V,Imod
60111,8752,SF,Imod
60112,8752,RV,Imod
60113,8752,EL,Imod
60114,8752,KF,Imod
60115,8752,LA,Imod
60116,8752,Naser Khader (UFG),Imod
60117,8753,S,For
60118,8753,V,Imod
60119,8753,SF,Imod
60120,8753,RV,Imod
60121,8753,EL,Imod
60122,8753,KF,Imod
60123,8753,DF,Imod
60124,8753,NB,Imod
60125,8753,LA,Imod
60126,8753,FG,Imod
60127,8753,UFG,Imod
60128,8754,DF,For
60129,8754,NB,For
60130,8754,UFG,For
60131,8754,S,Imod
60132,8754,V,Imod
60133,8754,SF,Imod
60134,8754,RV,Imod
60135,8754,EL,Imod
60136,8754,KF,Imod
60137,8754,LA,Imod
60138,8754,FG,Imod
60139,8755,V,For
60140,8755,KF,For
60141,8755,DF,For
60142,8755,LA,For
60143,8755,Naser Khader (UFG),For
60144,8755,S,Imod
60145,8755,SF,Imod
60146,8755,RV,Imod
60147,8755,EL,Imod
60148,8755,Alex Ahrendtsen (DF),Imod
60149,8755,Mette Hjermind Dencker (DF),Imod
60150,8755,NB,Imod
60151,8755,FG,Imod
60152,8755,UFG,Imod
60153,8756,SF,For
60154,8756,RV,For
60155,8756,EL,For
60156,8756,FG,For
60157,8756,S,Imod
60158,8756,V,Imod
60159,8756,KF,Imod
60160,8756,DF,Imod
60161,8756,NB,Imod
60162,8756,LA,Imod
60163,8756,UFG,Imod
60164,8757,FG,For
60165,8757,S,Imod
60166,8757,V,Imod
60167,8757,SF,Imod
60168,8757,RV,Imod
60169,8757,EL,Imod
60170,8757,KF,Imod
60171,8757,DF,Imod
60172,8757,NB,Imod
60173,8757,LA,Imod
60174,8757,UFG,Imod
60175,8758,S,For
60176,8758,SF,For
60177,8758,RV,For
60178,8758,EL,For
60179,8758,FG,For
60180,8758,ALT,For
60181,8758,V,Imod
60182,8758,KF,Imod
60183,8758,DF,Imod
60184,8758,NB,Imod
60185,8758,LA,Imod
60186,8758,UFG,Imod
60187,8759,S,For
60188,8759,V,For
60189,8759,SF,For
60190,8759,RV,For
60191,8759,EL,For
60192,8759,KF,For
60193,8759,DF,For
60194,8759,NB,For
60195,8759,LA,For
60196,8759,FG,For
60197,8759,ALT,For
60198,8759,UFG,For
60199,8760,S,For
60200,8760,V,For
60201,8760,SF,For
60202,8760,RV,For
60203,8760,EL,For
60204,8760,KF,For
60205,8760,DF,For
60206,8760,LA,For
60207,8760,FG,For
60208,8760,ALT,For
60209,8760,UFG,For
60210,8760,NB,Imod
60211,8761,V,For
60212,8761,KF,For
60213,8761,DF,For
60214,8761,NB,For
60215,8761,LA,For
60216,8761,FG,For
60217,8761,ALT,For
60218,8761,UFG,For
