,Afstemningsid,Parti,For/imod/hverken
1377,164,RV,For
1378,164,SF,For
1379,164,KF,For
1380,164,DF,Imod
1381,164,EL,Imod
1382,164,LA,Imod
1383,164,UFG,Imod
1384,165,S,For
1385,165,RV,For
1386,165,SF,For
1387,165,EL,For
1388,165,UFG,For
1389,165,V,Imod
1390,165,DF,Imod
1391,165,LA,Imod
1392,165,KF,Imod
1393,166,V,For
1394,166,S,For
1395,166,RV,For
1396,166,SF,For
1397,166,UFG,For
1398,166,DF,Imod
1399,166,EL,Imod
1400,166,LA,Imod
1401,166,KF,Imod
1402,167,V,For
1403,167,S,For
1404,167,DF,For
1405,167,RV,For
1406,167,SF,For
1407,167,EL,For
1408,167,LA,For
1409,167,KF,For
1410,167,UFG,For
1411,168,DF,For
1412,168,S,Imod
1413,168,RV,Imod
1414,168,SF,Imod
1415,168,EL,Imod
1416,168,UFG,Imod
1417,168,V,Hverken
1418,168,LA,Hverken
1419,168,KF,Hverken
1420,169,V,For
1421,169,S,For
1422,169,DF,For
1423,169,RV,For
1424,169,SF,For
1425,169,EL,For
1426,169,LA,For
1427,169,KF,For
1428,169,UFG,For
1429,170,V,For
1430,170,S,For
1431,170,DF,For
1432,170,RV,For
1433,170,SF,For
1434,170,EL,For
1435,170,LA,For
1436,170,KF,For
1437,170,UFG,For
1438,171,DF,For
1439,171,LA,For
1440,171,V,Imod
1441,171,S,Imod
1442,171,RV,Imod
1443,171,SF,Imod
1444,171,EL,Imod
1445,171,KF,Imod
1446,171,UFG,Imod
1447,172,DF,For
1448,172,LA,For
1449,172,V,Imod
1450,172,S,Imod
1451,172,RV,Imod
1452,172,SF,Imod
1453,172,EL,Imod
1454,172,KF,Imod
1455,172,UFG,Imod
1456,173,DF,For
1457,173,LA,For
1458,173,V,Imod
1459,173,S,Imod
1460,173,RV,Imod
1461,173,SF,Imod
1462,173,EL,Imod
1463,173,KF,Imod
1464,173,UFG,Imod
1465,174,V,For
1466,174,S,For
1467,174,RV,For
1468,174,SF,For
1469,174,KF,For
1470,174,UFG,For
1471,174,DF,Imod
1472,174,EL,Imod
1473,174,LA,Imod
1474,175,V,For
1475,175,S,For
1476,175,DF,For
1477,175,RV,For
1478,175,SF,For
1479,175,EL,For
1480,175,LA,For
1481,175,KF,For
1482,175,UFG,For
1483,176,V,For
1484,176,S,For
1485,176,RV,For
1486,176,SF,For
1487,176,EL,For
1488,176,LA,For
1489,176,KF,For
1490,176,UFG,For
1491,176,DF,Imod
1492,177,V,For
1493,177,S,For
1494,177,DF,For
1495,177,RV,For
1496,177,SF,For
1497,177,LA,For
1498,177,KF,For
1499,177,EL,Imod
1500,177,UFG,Hverken
1501,178,V,For
1502,178,S,For
1503,178,DF,For
1504,178,RV,For
1505,178,SF,For
1506,178,LA,For
1507,178,KF,For
1508,178,UFG,For
1509,178,EL,Imod
1510,179,V,For
1511,179,S,For
1512,179,RV,For
1513,179,SF,For
1514,179,LA,For
1515,179,KF,For
1516,179,DF,Imod
1517,179,EL,Imod
1518,180,V,For
1519,180,S,For
1520,180,DF,For
1521,180,RV,For
1522,180,SF,For
1523,180,KF,For
1524,180,EL,Imod
1525,180,LA,Imod
1526,181,V,For
1527,181,S,For
1528,181,DF,For
1529,181,RV,For
1530,181,SF,For
1531,181,EL,For
1532,181,LA,For
1533,181,KF,For
1534,181,SP,For
1535,181,UFG,For
1536,182,V,For
1537,182,DF,For
1538,182,LA,For
1539,182,KF,For
1540,182,S,Imod
1541,182,RV,Imod
1542,182,SF,Imod
1543,182,EL,Imod
1544,182,UFG,Imod
1545,183,V,For
1546,183,DF,For
1547,183,LA,For
1548,183,KF,For
1549,183,S,Imod
1550,183,RV,Imod
1551,183,SF,Imod
1552,183,EL,Imod
1553,183,UFG,Imod
1554,184,DF,For
1555,184,V,Imod
1556,184,S,Imod
1557,184,RV,Imod
1558,184,SF,Imod
1559,184,EL,Imod
1560,184,LA,Imod
1561,184,KF,Imod
1562,184,UFG,Imod
1563,185,V,For
1564,185,DF,For
1565,185,EL,For
1566,185,LA,For
1567,185,KF,For
1568,185,Birthe Rønn Hornbech (V),Imod
1569,185,S,Imod
1570,185,RV,Imod
1571,185,SF,Imod
1572,185,UFG,Imod
1573,186,V,For
1574,186,S,For
1575,186,DF,For
1576,186,RV,For
1577,186,SF,For
1578,186,EL,For
1579,186,LA,For
1580,186,KF,For
1581,186,UFG,For
1582,187,DF,For
1583,187,V,Imod
1584,187,S,Imod
1585,187,RV,Imod
1586,187,SF,Imod
1587,187,EL,Imod
1588,187,LA,Imod
1589,187,KF,Imod
1590,187,UFG,Imod
1591,188,V,For
1592,188,S,For
1593,188,DF,For
1594,188,RV,For
1595,188,SF,For
1596,188,EL,For
1597,188,LA,For
1598,188,KF,For
1599,188,SP,For
1600,188,UFG,For
1601,189,V,For
1602,189,S,For
1603,189,RV,For
1604,189,SF,For
1605,189,EL,For
1606,189,LA,For
1607,189,KF,For
1608,189,UFG,For
1609,189,DF,Hverken
1610,190,V,For
1611,190,DF,For
1612,190,LA,For
1613,190,KF,For
1614,190,S,Imod
1615,190,RV,Imod
1616,190,SF,Imod
1617,190,EL,Imod
1618,190,UFG,Imod
1619,191,V,For
1620,191,DF,For
1621,191,LA,For
1622,191,KF,For
1623,191,S,Imod
1624,191,RV,Imod
1625,191,SF,Imod
1626,191,EL,Imod
1627,191,UFG,Imod
1628,192,Özlem Sara Cekic (SF),For
1629,192,EL,For
1630,192,V,Imod
1631,192,S,Imod
1632,192,DF,Imod
1633,192,RV,Imod
1634,192,SF,Imod
1635,192,LA,Imod
1636,192,KF,Imod
1637,192,UFG,Imod
1638,193,V,For
1639,193,S,For
1640,193,RV,For
1641,193,SF,For
1642,193,KF,For
1643,193,UFG,For
1644,193,DF,Imod
1645,193,EL,Imod
1646,193,LA,Imod
1647,194,V,For
1648,194,S,For
1649,194,Dennis Flydtkjær (DF),For
1650,194,René Christensen (DF),For
1651,194,RV,For
1652,194,SF,For
1653,194,EL,For
1654,194,LA,For
1655,194,KF,For
1656,194,UFG,For
1657,194,DF,Imod
1658,195,V,For
1659,195,S,For
1660,195,DF,For
1661,195,RV,For
1662,195,SF,For
1663,195,LA,For
1664,195,KF,For
1665,195,UFG,For
1666,195,EL,Imod
1667,196,V,For
1668,196,S,For
1669,196,DF,For
1670,196,RV,For
1671,196,SF,For
1672,196,EL,For
1673,196,LA,For
1674,196,KF,For
1675,196,UFG,For
1676,197,V,For
1677,197,S,For
1678,197,DF,For
1679,197,RV,For
1680,197,SF,For
1681,197,EL,For
1682,197,LA,For
1683,197,KF,For
1684,198,V,For
1685,198,S,For
1686,198,DF,For
1687,198,RV,For
1688,198,SF,For
1689,198,EL,For
1690,198,LA,For
1691,198,KF,For
1692,198,UFG,For
1693,199,V,For
1694,199,S,For
1695,199,DF,For
1696,199,RV,For
1697,199,SF,For
1698,199,KF,For
1699,199,EL,Imod
1700,199,LA,Imod
1701,199,UFG,Hverken
1702,200,V,For
1703,200,S,For
1704,200,DF,For
1705,200,RV,For
1706,200,SF,For
1707,200,EL,For
1708,200,KF,For
1709,200,UFG,For
1710,200,LA,Imod
1711,201,V,For
1712,201,S,For
1713,201,DF,For
1714,201,RV,For
1715,201,SF,For
1716,201,KF,For
1717,201,UFG,For
1718,201,EL,Imod
1719,201,LA,Imod
1720,202,V,For
1721,202,S,For
1722,202,DF,For
1723,202,RV,For
1724,202,SF,For
1725,202,EL,For
1726,202,LA,For
1727,202,KF,For
1728,202,UFG,For
1729,203,V,For
1730,203,S,For
1731,203,DF,For
1732,203,RV,For
1733,203,SF,For
1734,203,LA,For
1735,203,KF,For
1736,203,UFG,For
1737,203,EL,Imod
1738,204,V,For
1739,204,S,For
1740,204,RV,For
1741,204,SF,For
1742,204,EL,For
1743,204,LA,For
1744,204,UFG,For
1745,204,DF,Imod
1746,204,KF,Imod
1747,205,S,For
1748,205,DF,For
1749,205,RV,For
1750,205,SF,For
1751,205,EL,For
1752,205,LA,For
1753,205,UFG,For
1754,205,V,Imod
1755,205,KF,Imod
1756,206,S,For
1757,206,RV,For
1758,206,SF,For
1759,206,EL,For
1760,206,UFG,For
1761,206,V,Imod
1762,206,DF,Imod
1763,206,LA,Imod
1764,206,KF,Imod
1765,207,V,For
1766,207,S,For
1767,207,DF,For
1768,207,RV,For
1769,207,SF,For
1770,207,EL,For
1771,207,LA,For
1772,207,KF,For
1773,207,UFG,For
1774,208,V,For
1775,208,S,For
1776,208,DF,For
1777,208,RV,For
1778,208,SF,For
1779,208,EL,For
1780,208,LA,For
1781,208,KF,For
1782,208,UFG,For
1783,209,V,For
1784,209,S,For
1785,209,DF,For
1786,209,RV,For
1787,209,SF,For
1788,209,EL,For
1789,209,LA,For
1790,209,KF,For
1791,209,UFG,For
1792,210,V,For
1793,210,S,For
1794,210,DF,For
1795,210,RV,For
1796,210,SF,For
1797,210,LA,For
1798,210,KF,For
1799,210,UFG,For
1800,210,EL,Imod
1801,211,V,For
1802,211,S,For
1803,211,RV,For
1804,211,SF,For
1805,211,LA,For
1806,211,UFG,For
1807,211,DF,Imod
1808,211,EL,Imod
1809,211,KF,Imod
1810,212,V,For
1811,212,S,For
1812,212,DF,For
1813,212,RV,For
1814,212,SF,For
1815,212,EL,For
1816,212,LA,For
1817,212,KF,For
1818,212,UFG,For
1819,213,S,For
1820,213,DF,For
1821,213,RV,For
1822,213,SF,For
1823,213,EL,For
1824,213,UFG,For
1825,213,V,Imod
1826,213,LA,Imod
1827,213,KF,Imod
1828,214,V,For
1829,214,S,For
1830,214,DF,For
1831,214,RV,For
1832,214,SF,For
1833,214,LA,For
1834,214,KF,For
1835,214,UFG,For
1836,214,Jeppe Kofod (S),Imod
1837,214,EL,Imod
1838,215,V,For
1839,215,S,For
1840,215,DF,For
1841,215,RV,For
1842,215,SF,For
1843,215,EL,For
1844,215,LA,For
1845,215,KF,For
1846,215,UFG,For
1847,216,EL,For
1848,216,UFG,For
1849,216,V,Imod
1850,216,S,Imod
1851,216,DF,Imod
1852,216,RV,Imod
1853,216,SF,Imod
1854,216,LA,Imod
1855,216,KF,Imod
1856,217,S,For
1857,217,RV,For
1858,217,SF,For
1859,217,EL,For
1860,217,UFG,For
1861,217,V,Imod
1862,217,DF,Imod
1863,217,LA,Imod
1864,217,KF,Imod
1865,218,V,For
1866,218,S,For
1867,218,DF,For
1868,218,RV,For
1869,218,SF,For
1870,218,EL,For
1871,218,LA,For
1872,218,KF,For
1873,218,UFG,For
1874,219,EL,For
1875,219,V,Imod
1876,219,S,Imod
1877,219,DF,Imod
1878,219,RV,Imod
1879,219,SF,Imod
1880,219,LA,Imod
1881,219,KF,Imod
1882,219,UFG,Imod
1883,220,V,For
1884,220,DF,For
1885,220,LA,For
1886,220,KF,For
1887,220,S,Imod
1888,220,RV,Imod
1889,220,SF,Imod
1890,220,EL,Imod
1891,220,UFG,Imod
1892,221,V,For
1893,221,DF,For
1894,221,LA,For
1895,221,KF,For
1896,221,S,Imod
1897,221,RV,Imod
1898,221,SF,Imod
1899,221,EL,Imod
1900,221,UFG,Imod
1901,222,V,For
1902,222,DF,For
1903,222,LA,For
1904,222,KF,For
1905,222,S,Imod
1906,222,RV,Imod
1907,222,SF,Imod
1908,222,EL,Imod
1909,222,UFG,Imod
1910,223,DF,For
1911,223,EL,For
1912,223,KF,For
1913,223,V,Imod
1914,223,S,Imod
1915,223,RV,Imod
1916,223,SF,Imod
1917,223,LA,Imod
1918,223,UFG,Imod
1919,224,S,For
1920,224,RV,For
1921,224,SF,For
1922,224,EL,For
1923,224,UFG,For
1924,224,V,Imod
1925,224,DF,Imod
1926,224,LA,Imod
1927,224,KF,Imod
1928,225,V,For
1929,225,S,For
1930,225,DF,For
1931,225,RV,For
1932,225,SF,For
1933,225,EL,For
1934,225,LA,For
1935,225,KF,For
1936,225,UFG,For
1937,226,V,For
1938,226,S,For
1939,226,DF,For
1940,226,RV,For
1941,226,SF,For
1942,226,EL,For
1943,226,LA,For
1944,226,KF,For
1945,226,UFG,For
1946,227,V,For
1947,227,S,For
1948,227,DF,For
1949,227,RV,For
1950,227,SF,For
1951,227,EL,For
1952,227,LA,For
1953,227,KF,For
1954,227,UFG,For
1955,228,V,For
1956,228,S,For
1957,228,DF,For
1958,228,RV,For
1959,228,SF,For
1960,228,EL,For
1961,228,LA,For
1962,228,KF,For
1963,228,UFG,For
1964,229,S,For
1965,229,RV,For
1966,229,SF,For
1967,229,EL,For
1968,229,UFG,For
1969,229,V,Imod
1970,229,DF,Imod
1971,229,LA,Imod
1972,229,KF,Imod
1973,230,V,For
1974,230,S,For
1975,230,DF,For
1976,230,RV,For
1977,230,SF,For
1978,230,EL,For
1979,230,LA,For
1980,230,KF,For
1981,230,UFG,For
1982,231,V,For
1983,231,S,For
1984,231,DF,For
1985,231,RV,For
1986,231,SF,For
1987,231,EL,For
1988,231,LA,For
1989,231,KF,For
1990,231,UFG,For
1991,232,V,For
1992,232,S,For
1993,232,DF,For
1994,232,RV,For
1995,232,SF,For
1996,232,EL,For
1997,232,LA,For
1998,232,KF,For
1999,232,UFG,For
2000,233,V,For
2001,233,S,For
2002,233,DF,For
2003,233,RV,For
2004,233,SF,For
2005,233,EL,For
2006,233,LA,For
2007,233,KF,For
2008,233,UFG,For
2009,234,V,For
2010,234,S,For
2011,234,DF,For
2012,234,RV,For
2013,234,SF,For
2014,234,EL,For
2015,234,KF,For
2016,234,UFG,For
2017,234,LA,Imod
2018,235,DF,For
2019,235,EL,For
2020,235,LA,For
2021,235,UFG,For
2022,235,V,Imod
2023,235,S,Imod
2024,235,RV,Imod
2025,235,SF,Imod
2026,235,KF,Imod
2027,236,V,For
2028,236,DF,For
2029,236,LA,For
2030,236,KF,For
2031,236,UFG,For
2032,236,S,Imod
2033,236,RV,Imod
2034,236,SF,Imod
2035,236,EL,Imod
2036,237,V,For
2037,237,S,For
2038,237,DF,For
2039,237,RV,For
2040,237,SF,For
2041,237,EL,For
2042,237,LA,For
2043,237,KF,For
2044,237,UFG,For
2045,238,V,For
2046,238,S,For
2047,238,RV,For
2048,238,SF,For
2049,238,EL,For
2050,238,KF,For
2051,238,UFG,For
2052,238,DF,Imod
2053,238,LA,Imod
2054,239,S,For
2055,239,RV,For
2056,239,SF,For
2057,239,EL,For
2058,239,UFG,For
2059,239,V,Imod
2060,239,DF,Imod
2061,239,LA,Imod
2062,239,KF,Imod
2063,240,V,For
2064,240,S,For
2065,240,DF,For
2066,240,RV,For
2067,240,SF,For
2068,240,EL,For
2069,240,LA,For
2070,240,KF,For
2071,240,UFG,For
2072,241,V,For
2073,241,DF,For
2074,241,LA,For
2075,241,KF,For
2076,241,S,Imod
2077,241,RV,Imod
2078,241,SF,Imod
2079,241,EL,Imod
2080,241,UFG,Imod
2081,242,EL,For
2082,242,UFG,For
2083,242,V,Imod
2084,242,S,Imod
2085,242,DF,Imod
2086,242,RV,Imod
2087,242,SF,Imod
2088,242,LA,Imod
2089,242,KF,Imod
2090,243,S,For
2091,243,RV,For
2092,243,SF,For
2093,243,UFG,For
2094,243,V,Imod
2095,243,DF,Imod
2096,243,EL,Imod
2097,243,LA,Imod
2098,243,KF,Imod
2099,244,EL,For
2100,244,V,Imod
2101,244,S,Imod
2102,244,DF,Imod
2103,244,RV,Imod
2104,244,SF,Imod
2105,244,LA,Imod
2106,244,KF,Imod
2107,244,UFG,Imod
2108,245,V,For
2109,245,LA,For
2110,245,KF,For
2111,245,S,Imod
2112,245,DF,Imod
2113,245,RV,Imod
2114,245,SF,Imod
2115,245,EL,Imod
2116,245,UFG,Imod
2117,246,DF,For
2118,246,LA,For
2119,246,V,Imod
2120,246,S,Imod
2121,246,RV,Imod
2122,246,SF,Imod
2123,246,EL,Imod
2124,246,KF,Imod
2125,246,UFG,Imod
2126,247,S,For
2127,247,RV,For
2128,247,SF,For
2129,247,EL,For
2130,247,KF,For
2131,247,UFG,For
2132,247,V,Imod
2133,247,DF,Imod
2134,247,LA,Imod
2135,248,S,For
2136,248,DF,For
2137,248,RV,For
2138,248,SF,For
2139,248,EL,For
2140,248,UFG,For
2141,248,V,Imod
2142,248,LA,Imod
2143,248,KF,Imod
2144,249,V,For
2145,249,S,For
2146,249,DF,For
2147,249,RV,For
2148,249,SF,For
2149,249,LA,For
2150,249,KF,For
2151,249,UFG,For
2152,249,EL,Hverken
2153,250,V,For
2154,250,S,For
2155,250,RV,For
2156,250,SF,For
2157,250,EL,For
2158,250,LA,For
2159,250,KF,For
2160,250,UFG,For
2161,250,DF,Imod
2162,251,V,For
2163,251,EL,For
2164,251,KF,For
2165,251,S,Imod
2166,251,DF,Imod
2167,251,RV,Imod
2168,251,SF,Imod
2169,251,LA,Imod
2170,251,UFG,Imod
2171,252,EL,For
2172,252,V,Imod
2173,252,S,Imod
2174,252,DF,Imod
2175,252,RV,Imod
2176,252,SF,Imod
2177,252,LA,Imod
2178,252,KF,Imod
2179,252,UFG,Imod
2180,253,DF,For
2181,253,V,Imod
2182,253,S,Imod
2183,253,RV,Imod
2184,253,SF,Imod
2185,253,LA,Imod
2186,253,KF,Imod
2187,253,UFG,Imod
2188,253,EL,Hverken
2189,254,S,For
2190,254,RV,For
2191,254,SF,For
2192,254,EL,For
2193,254,UFG,For
2194,254,V,Imod
2195,254,DF,Imod
2196,254,KF,Imod
2197,254,LA,Hverken
2198,255,V,For
2199,255,S,For
2200,255,DF,For
2201,255,RV,For
2202,255,SF,For
2203,255,KF,For
2204,255,UFG,For
2205,255,LA,Imod
2206,255,EL,Hverken
2207,256,V,For
2208,256,S,For
2209,256,DF,For
2210,256,RV,For
2211,256,SF,For
2212,256,EL,For
2213,256,KF,For
2214,256,LA,Imod
2215,256,UFG,Imod
2216,257,S,For
2217,257,RV,For
2218,257,SF,For
2219,257,EL,For
2220,257,UFG,For
2221,257,V,Imod
2222,257,DF,Imod
2223,257,LA,Imod
2224,257,KF,Imod
2225,258,V,For
2226,258,S,For
2227,258,DF,For
2228,258,RV,For
2229,258,SF,For
2230,258,EL,For
2231,258,LA,For
2232,258,KF,For
2233,258,UFG,For
2234,259,V,For
2235,259,S,For
2236,259,DF,For
2237,259,RV,For
2238,259,SF,For
2239,259,LA,For
2240,259,KF,For
2241,259,UFG,For
2242,259,EL,Imod
2243,260,V,For
2244,260,DF,For
2245,260,LA,For
2246,260,KF,For
2247,260,S,Imod
2248,260,RV,Imod
2249,260,SF,Imod
2250,260,EL,Imod
2251,260,UFG,Imod
2252,261,V,For
2253,261,S,For
2254,261,DF,For
2255,261,RV,For
2256,261,SF,For
2257,261,KF,For
2258,261,EL,Imod
2259,261,UFG,Imod
2260,261,LA,Hverken
2261,262,Steen Gade (SF),For
2262,262,EL,For
2263,262,LA,For
2264,262,V,Imod
2265,262,S,Imod
2266,262,DF,Imod
2267,262,RV,Imod
2268,262,SF,Imod
2269,262,KF,Imod
2270,262,UFG,Imod
2271,263,V,For
2272,263,S,For
2273,263,RV,For
2274,263,SF,For
2275,263,LA,For
2276,263,KF,For
2277,263,DF,Imod
2278,263,EL,Imod
2279,263,UFG,Imod
2280,264,V,For
2281,264,S,For
2282,264,DF,For
2283,264,RV,For
2284,264,SF,For
2285,264,EL,For
2286,264,LA,For
2287,264,KF,For
2288,264,UFG,For
2289,265,V,For
2290,265,S,For
2291,265,RV,For
2292,265,SF,For
2293,265,KF,For
2294,265,DF,Imod
2295,265,EL,Imod
2296,265,LA,Imod
2297,265,UFG,Imod
2298,266,V,For
2299,266,S,For
2300,266,RV,For
2301,266,SF,For
2302,266,EL,For
2303,266,KF,For
2304,266,UFG,For
2305,266,DF,Imod
2306,266,LA,Imod
2307,267,V,For
2308,267,S,For
2309,267,RV,For
2310,267,SF,For
2311,267,EL,For
2312,267,KF,For
2313,267,UFG,For
2314,267,DF,Imod
2315,267,LA,Imod
2316,268,S,For
2317,268,RV,For
2318,268,SF,For
2319,268,EL,For
2320,268,UFG,For
2321,268,V,Imod
2322,268,DF,Imod
2323,268,LA,Imod
2324,268,KF,Imod
2325,269,V,For
2326,269,S,For
2327,269,DF,For
2328,269,RV,For
2329,269,SF,For
2330,269,EL,For
2331,269,LA,For
2332,269,KF,For
2333,269,UFG,For
2334,270,V,For
2335,270,S,For
2336,270,DF,For
2337,270,RV,For
2338,270,SF,For
2339,270,KF,For
2340,270,EL,Imod
2341,270,LA,Imod
2342,270,UFG,Imod
2343,271,V,For
2344,271,S,For
2345,271,RV,For
2346,271,SF,For
2347,271,EL,For
2348,271,LA,For
2349,271,KF,For
2350,271,UFG,For
2351,271,DF,Imod
2352,272,V,For
2353,272,EL,For
2354,272,KF,For
2355,272,UFG,For
2356,272,S,Imod
2357,272,DF,Imod
2358,272,RV,Imod
2359,272,SF,Imod
2360,272,LA,Imod
2361,273,V,For
2362,273,DF,For
2363,273,LA,For
2364,273,Mai Mercado (KF),For
2365,273,S,Imod
2366,273,RV,Imod
2367,273,SF,Imod
2368,273,EL,Imod
2369,273,KF,Imod
2370,273,UFG,Imod
2371,274,V,For
2372,274,S,For
2373,274,DF,For
2374,274,RV,For
2375,274,SF,For
2376,274,EL,For
2377,274,LA,For
2378,274,KF,For
2379,274,UFG,For
2380,275,V,For
2381,275,S,For
2382,275,RV,For
2383,275,SF,For
2384,275,EL,For
2385,275,LA,For
2386,275,KF,For
2387,275,UFG,For
2388,275,DF,Imod
2389,276,V,For
2390,276,S,For
2391,276,DF,For
2392,276,RV,For
2393,276,SF,For
2394,276,EL,For
2395,276,KF,For
2396,276,UFG,For
2397,276,LA,Imod
2398,277,V,For
2399,277,S,For
2400,277,DF,For
2401,277,RV,For
2402,277,SF,For
2403,277,EL,For
2404,277,LA,For
2405,277,KF,For
2406,277,UFG,For
2407,278,V,For
2408,278,S,For
2409,278,DF,For
2410,278,RV,For
2411,278,SF,For
2412,278,LA,For
2413,278,KF,For
2414,278,UFG,For
2415,278,EL,Imod
2416,279,S,For
2417,279,RV,For
2418,279,SF,For
2419,279,EL,For
2420,279,UFG,For
2421,279,V,Imod
2422,279,LA,Imod
2423,279,KF,Imod
2424,279,DF,Hverken
2425,280,V,For
2426,280,S,For
2427,280,DF,For
2428,280,RV,For
2429,280,SF,For
2430,280,LA,For
2431,280,KF,For
2432,280,UFG,For
2433,280,EL,Imod
2434,281,S,For
2435,281,RV,For
2436,281,SF,For
2437,281,EL,For
2438,281,KF,For
2439,281,UFG,For
2440,281,V,Imod
2441,281,DF,Imod
2442,281,LA,Imod
2443,282,V,For
2444,282,LA,For
2445,282,KF,For
2446,282,S,Imod
2447,282,RV,Imod
2448,282,SF,Imod
2449,282,EL,Imod
2450,282,UFG,Imod
2451,282,DF,Hverken
2452,283,V,For
2453,283,S,For
2454,283,RV,For
2455,283,SF,For
2456,283,EL,For
2457,283,LA,For
2458,283,KF,For
2459,283,UFG,For
2460,283,DF,Imod
2461,284,V,For
2462,284,S,For
2463,284,RV,For
2464,284,SF,For
2465,284,EL,For
2466,284,LA,For
2467,284,KF,For
2468,284,UFG,For
2469,284,DF,Imod
2470,285,S,For
2471,285,RV,For
2472,285,SF,For
2473,285,EL,For
2474,285,LA,For
2475,285,UFG,For
2476,285,V,Imod
2477,285,DF,Imod
2478,285,KF,Imod
2479,286,V,For
2480,286,S,For
2481,286,DF,For
2482,286,RV,For
2483,286,SF,For
2484,286,LA,For
2485,286,KF,For
2486,286,UFG,For
2487,286,EL,Imod
2488,287,V,For
2489,287,S,For
2490,287,RV,For
2491,287,SF,For
2492,287,EL,For
2493,287,LA,For
2494,287,KF,For
2495,287,UFG,For
2496,287,DF,Imod
2497,288,S,For
2498,288,RV,For
2499,288,SF,For
2500,288,EL,For
2501,288,UFG,For
2502,288,V,Imod
2503,288,DF,Imod
2504,288,LA,Imod
2505,288,KF,Imod
2506,289,S,For
2507,289,RV,For
2508,289,SF,For
2509,289,EL,For
2510,289,KF,For
2511,289,UFG,For
2512,289,V,Imod
2513,289,LA,Imod
2514,289,DF,Hverken
2515,290,V,For
2516,290,S,For
2517,290,DF,For
2518,290,RV,For
2519,290,SF,For
2520,290,EL,For
2521,290,LA,For
2522,290,KF,For
2523,290,UFG,For
2524,291,V,For
2525,291,S,For
2526,291,RV,For
2527,291,SF,For
2528,291,EL,For
2529,291,LA,For
2530,291,KF,For
2531,291,UFG,For
2532,291,DF,Hverken
2533,292,EL,For
2534,292,UFG,For
2535,292,V,Imod
2536,292,S,Imod
2537,292,DF,Imod
2538,292,RV,Imod
2539,292,SF,Imod
2540,292,LA,Imod
2541,292,KF,Imod
2542,293,V,For
2543,293,S,For
2544,293,DF,For
2545,293,RV,For
2546,293,SF,For
2547,293,LA,For
2548,293,KF,For
2549,293,UFG,For
2550,293,EL,Imod
2551,294,DF,For
2552,294,EL,For
2553,294,UFG,For
2554,294,V,Imod
2555,294,S,Imod
2556,294,RV,Imod
2557,294,SF,Imod
2558,294,LA,Imod
2559,294,KF,Imod
2560,294,Eigil Andersen (SF),Hverken
2561,294,Karsten Hønge (SF),Hverken
2562,295,DF,For
2563,295,EL,For
2564,295,UFG,For
2565,295,V,Imod
2566,295,S,Imod
2567,295,RV,Imod
2568,295,SF,Imod
2569,295,LA,Imod
2570,295,KF,Imod
2571,296,V,For
2572,296,S,For
2573,296,RV,For
2574,296,SF,For
2575,296,EL,For
2576,296,KF,For
2577,296,UFG,For
2578,296,DF,Imod
2579,296,LA,Imod
2580,297,S,For
2581,297,RV,For
2582,297,SF,For
2583,297,EL,For
2584,297,UFG,For
2585,297,DF,Imod
2586,297,LA,Imod
2587,297,V,Hverken
2588,297,KF,Hverken
2589,298,S,For
2590,298,DF,For
2591,298,RV,For
2592,298,SF,For
2593,298,EL,For
2594,298,UFG,For
2595,298,V,Imod
2596,298,LA,Imod
2597,298,KF,Imod
2598,299,S,For
2599,299,RV,For
2600,299,SF,For
2601,299,UFG,For
2602,299,DF,Imod
2603,299,LA,Imod
2604,299,V,Hverken
2605,299,EL,Hverken
2606,299,KF,Hverken
2607,300,Hans Christian Schmidt (V),For
2608,300,S,For
2609,300,RV,For
2610,300,SF,For
2611,300,EL,For
2612,300,UFG,For
2613,300,V,Imod
2614,300,DF,Imod
2615,300,LA,Imod
2616,300,KF,Imod
2617,301,S,For
2618,301,RV,For
2619,301,SF,For
2620,301,EL,For
2621,301,LA,For
2622,301,KF,For
2623,301,UFG,For
2624,301,V,Imod
2625,301,DF,Imod
2626,301,Brian Mikkelsen (KF),Imod
2627,302,V,For
2628,302,S,For
2629,302,DF,For
2630,302,RV,For
2631,302,SF,For
2632,302,EL,For
2633,302,LA,For
2634,302,KF,For
2635,302,UFG,For
2636,303,V,For
2637,303,S,For
2638,303,DF,For
2639,303,RV,For
2640,303,SF,For
2641,303,EL,For
2642,303,LA,For
2643,303,KF,For
2644,303,UFG,For
2645,304,V,For
2646,304,S,For
2647,304,DF,For
2648,304,RV,For
2649,304,SF,For
2650,304,EL,For
2651,304,LA,For
2652,304,KF,For
2653,304,UFG,For
2654,305,S,For
2655,305,RV,For
2656,305,SF,For
2657,305,EL,For
2658,305,UFG,For
2659,305,V,Imod
2660,305,DF,Imod
2661,305,LA,Imod
2662,305,KF,Imod
2663,306,V,For
2664,306,S,For
2665,306,RV,For
2666,306,SF,For
2667,306,EL,For
2668,306,LA,For
2669,306,KF,For
2670,306,UFG,For
2671,306,DF,Hverken
2672,307,V,For
2673,307,S,For
2674,307,DF,For
2675,307,RV,For
2676,307,SF,For
2677,307,EL,For
2678,307,KF,For
2679,307,UFG,For
2680,307,LA,Imod
2681,308,V,For
2682,308,S,For
2683,308,DF,For
2684,308,RV,For
2685,308,SF,For
2686,308,KF,For
2687,308,UFG,For
2688,308,EL,Imod
2689,308,LA,Imod
2690,309,V,For
2691,309,S,For
2692,309,DF,For
2693,309,RV,For
2694,309,SF,For
