9041,"Forslaget blev vedtaget. For stemte 108 (S, V, M, SF, DD, LA, KF, EL, RV, DF og ALT), imod stemte 0, hverken for eller imod stemte 1 (NB).",1,NULL,13203,1,241722,2023-03-23 10:03:29.530
9042,"Forslaget blev vedtaget. For stemte 110 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13203,1,241975,2023-03-23 10:04:10.063
9043,"Forslaget blev vedtaget. For stemte 105 (S, V, M, SF, DD, LA, KF, EL, RV og ALT), imod stemte 5 (DF og NB), hverken for eller imod stemte 0.",1,NULL,13203,1,242142,2023-03-23 10:04:50.400
9044,"Forslaget blev vedtaget. For stemte 100 (S, V, M, SF, DD, LA, KF, RV, DF og NB), imod stemte 0, hverken for eller imod stemte 9 (EL, ALT).",1,NULL,13203,1,242443,2023-03-23 10:05:29.690
9045,"Forslaget blev vedtaget. For stemte 92 (S, V, M, DD, LA, KF, RV, ALT og NB), imod stemte 18 (SF, EL og DF), hverken for eller imod stemte 0.",1,NULL,13203,1,242469,2023-03-23 10:11:35.037
9046,"Forslaget blev vedtaget. For stemte 110 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13203,1,242482,2023-03-23 10:12:20.217
9047,"Forslaget blev vedtaget. For stemte 100 (S, V, M, SF, LA, KF, EL, RV, DF og ALT), imod stemte 10 (DD og NB), hverken for eller imod stemte 0.",1,Ved en fejl stemte ALT for forslaget.,13203,1,244503,2023-03-23 14:45:57.663
9048,"Forslaget blev vedtaget. For stemte 109 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,Ved en fejl stemte ALT for forslaget.,13203,1,244507,2023-03-23 14:46:05.807
9049,"Forslaget blev vedtaget. For stemte 105 (S, V, M, SF, DD, LA, KF, RV, DF, ALT og NB), imod stemte 5 (EL), hverken for eller imod stemte 0.",1,NULL,13203,1,241774,2023-03-23 10:14:34.570
9050,"Forslaget blev vedtaget. For stemte 109 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13203,1,241787,2023-03-23 10:15:15.930
9051,"Forslaget blev vedtaget. For stemte 109 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13203,1,242129,2023-03-23 10:15:57.177
9052,"Forslaget blev forkastet. For stemte 47 (SF, DD, LA, KF, EL, DF, ALT og NB), imod stemte 63 (S, V, M og RV), hverken for eller imod stemte 0.",0,NULL,13203,1,241308,2023-03-23 10:16:51.270
9053,"Forslaget blev vedtaget. For stemte 91 (S, V, M, SF, LA, KF, RV og ALT), imod stemte 19 (DD, EL, DF og NB), hverken for eller imod stemte 0.",1,NULL,13203,1,242340,2023-03-23 10:19:38.357
9054,"Forslaget blev forkastet. For stemte 41 (SF, DD, LA, EL, DF, ALT og NB), imod stemte 68 (S, V, M, KF og RV), hverken for eller imod stemte 0.",0,NULL,13203,4,241759,2023-03-23 10:21:47.137
9055,"Forslaget blev vedtaget. For stemte 111 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13218,1,242365,2023-03-28 13:10:53.573
9056,"Forslaget blev vedtaget. For stemte 112 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13218,1,243100,2023-03-28 13:10:55.250
9057,"Forslaget blev vedtaget. For stemte 100 (S, V, M, SF, DD, KF, EL, RV, DF, ALT og NB), imod stemte 10 (LA), hverken for eller imod stemte 0.",1,NULL,13218,1,243748,2023-03-28 13:10:56.913
9058,"Forslaget blev forkastet. For stemte 18 (SF, EL og ALT), imod stemte 93 (S, V, M, DD, LA, KF, RV, DF og NB), hverken for eller imod stemte 0.",0,NULL,13218,1,241338,2023-03-28 13:10:58.480
9059,"Forslaget blev vedtaget. For stemte 109 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13258,1,241761,2023-04-13 10:02:10.187
9060,"Forslaget blev vedtaget. For stemte 105 (S, V, M, SF, DD, LA, KF, EL, RV, ALT og NB), imod stemte 4 (DF), hverken for eller imod stemte 0.",1,NULL,13258,1,242495,2023-04-13 10:02:52.627
9061,"Forslaget blev forkastet. For stemte 22 (SF, EL, RV og ALT), imod stemte 87 (S, V, M, DD, LA, KF, DF og NB), hverken for eller imod stemte 0.",0,NULL,13258,4,242415,2023-04-13 10:05:57.093
9062,"Forslaget blev forkastet. For stemte 22 (SF, EL, RV og ALT), imod stemte 87 (S, V, M, DD, LA, KF, DF og NB), hverken for eller imod stemte 0.",0,NULL,13258,4,242415,2023-04-13 10:06:25.857
9063,"Forslaget blev forkastet. For stemte 28 (SF, DD, EL, ALT og NB), imod stemte 81 (S, V, M, LA, KF, RV og DF), hverken for eller imod stemte 0.",0,NULL,13258,4,242428,2023-04-13 10:07:30.513
9064,"Forslaget blev vedtaget. For stemte 107 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13278,1,242391,2023-04-18 13:01:15.553
9065,"Forslaget blev vedtaget. For stemte 108 (S, V, M, SF, DD, LA, KF, EL, RV, DF og ALT), imod stemte 1 (NB), hverken for eller imod stemte 0.",1,NULL,13278,1,245239,2023-04-18 13:01:57.177
9066,"Forslaget blev vedtaget. For stemte 108 (S, V, M, SF, DD, LA, KF, EL, RV, DF og ALT), imod stemte 1 (NB), hverken for eller imod stemte 0.",1,NULL,13278,1,245243,2023-04-18 13:02:33.677
9067,"Forslaget blev vedtaget. For stemte 109 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13278,1,242430,2023-04-18 13:03:13.437
9068,"Forslaget blev vedtaget. For stemte 109 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13278,1,242404,2023-04-18 13:03:57.563
9069,"Forslaget blev vedtaget. For stemte 109 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13278,1,242456,2023-04-18 13:04:36.590
9070,"Forslaget blev vedtaget. For stemte 109 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13278,1,242521,2023-04-18 13:05:13.383
9071,"Forslaget blev vedtaget. For stemte 97 (S, V, M, SF, DD, LA, KF, Trine Pertou Mach (EL), DF og NB), imod stemte 4 (RV), hverken for eller imod stemte 8 (EL, ALT).",1,Ved en fejl stemte Trine Pertou Mach (EL) for forslaget.,13278,1,241356,2023-04-18 13:49:00.670
9072,"Forslaget blev forkastet. For stemte 33 (Eva Kjer Hansen (V), DD, LA, KF, RV, DF og NB), imod stemte 75 (S, V, M, SF, EL og ALT), hverken for eller imod stemte 0.",0,Ved en fejl stemte Eva Kjer Hansen (V) for ændringsforslaget.,13278,4,242892,2023-04-18 13:45:51.947
9073,"Forslaget blev forkastet. For stemte 9 (EL og ALT), imod stemte 99 (S, V, M, SF, DD, LA, KF, RV, DF og NB), hverken for eller imod stemte 0.",0,NULL,13278,4,242350,2023-04-18 13:15:05.640
9074,"Forslaget blev forkastet. For stemte 9 (EL og ALT), imod stemte 99 (S, V, M, SF, DD, LA, KF, RV, DF og NB), hverken for eller imod stemte 0.",0,NULL,13278,4,242350,2023-04-18 13:15:28.607
9075,"Forslaget blev forkastet. For stemte 9 (EL og ALT), imod stemte 99 (S, V, M, SF, DD, LA, KF, RV, DF og NB), hverken for eller imod stemte 0.",0,NULL,13278,4,242350,2023-04-18 13:16:01.207
9076,"Forslaget blev forkastet. For stemte 9 (EL og ALT), imod stemte 98 (S, V, M, SF, DD, LA, KF, RV, DF og NB), hverken for eller imod stemte 0.",0,NULL,13278,4,242350,2023-04-18 13:16:27.333
9077,"Forslaget blev vedtaget. For stemte 77 (S, V, M, SF, EL, RV og ALT), imod stemte 26 (DD, LA, KF, DF og NB), hverken for eller imod stemte 0.",1,"På grund af en fejl, blev der ikke registreret stemmeafgivning fra Mikkel Bjørns (DF) panel.",13280,1,243761,2023-04-20 11:52:22.563
9078,"Forslaget blev vedtaget. For stemte 104 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13280,1,242560,2023-04-20 10:03:01.840
9079,"Forslaget blev vedtaget. For stemte 96 (S, V, M, SF, DD, LA, KF, EL, RV, DF og NB), imod stemte 0, hverken for eller imod stemte 4 (ALT).",1,"På grund af en fejl, blev der ikke registreret stemmeafgivning fra Jens Meilvangs (LA) og Katrine Daugaards (LA) panel.",13280,1,242894,2023-04-20 11:53:58.893
9080,"Forslaget blev vedtaget. For stemte 104 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13280,1,241904,2023-04-20 10:07:13.563
9081,"Forslaget blev vedtaget. For stemte 103 (S, V, M, SF, DD, LA, KF, EL, RV, DF og ALT), imod stemte 1 (NB), hverken for eller imod stemte 0.",1,NULL,13280,1,242352,2023-04-20 10:08:37.567
9082,"Forslaget blev vedtaget. For stemte 104 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13280,1,242881,2023-04-20 10:09:23.193
9083,"Forslaget blev vedtaget. For stemte 99 (S, V, M, SF, DD, KF, EL, RV, DF og ALT), imod stemte 10 (LA og NB), hverken for eller imod stemte 0.",1,NULL,13309,1,244364,2023-04-27 10:14:33.343
9084,"Forslaget blev vedtaget. For stemte 109 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13309,1,243683,2023-04-27 10:14:35.077
9085,"Forslaget blev vedtaget. For stemte 95 (S, V, M, SF, DD, EL, RV, DF, ALT og NB), imod stemte 15 (LA og KF), hverken for eller imod stemte 0.",1,NULL,13309,1,244403,2023-04-27 10:14:36.797
9086,"Forslaget blev vedtaget. For stemte 77 (S, V, M, SF og LA), imod stemte 32 (DD, KF, EL, RV, DF, ALT og NB), hverken for eller imod stemte 0.",1,,13309,3,245707,2023-04-28 09:45:56.630
9087,"Forslaget blev vedtaget. For stemte 110 (S, V, M, SF, DD, LA, KF, EL, RV, DF, ALT og NB), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13312,1,243709,2023-05-02 13:11:47.687
9088,"Forslaget blev forkastet. For stemte 31 (SF, LA, EL, DF, ALT og NB), imod stemte 77 (S, V, M, DD, KF og RV), hverken for eller imod stemte 0.",0,NULL,13312,1,240979,2023-05-02 13:11:49.883
9089,"Forslaget blev forkastet. For stemte 18 (SF, EL og ALT), imod stemte 91 (S, V, M, DD, LA, KF, RV, DF og NB), hverken for eller imod stemte 0.",0,NULL,13312,4,243694,2023-05-02 13:11:52.017
9090,"Forslaget blev forkastet. For stemte 9 (EL og ALT), imod stemte 100 (S, V, M, SF, DD, LA, KF, RV, DF og NB), hverken for eller imod stemte 0.",0,NULL,13312,4,243694,2023-05-02 13:11:53.867
9091,"Forslaget blev vedtaget. For stemte 59 (S, V og M), imod stemte 47 (SF, DD, LA, KF, EL, RV, ALT og NB), hverken for eller imod stemte 4 (DF).",1,,13312,3,245798,2023-05-04 09:45:33.930
9092,"Forslaget blev vedtaget. For stemte 91 (S, V, M, SF, DD, EL, RV, DF og ALT), imod stemte 6 (KF), hverken for eller imod stemte 9 (LA).",1,NULL,13313,1,245764,2023-05-04 10:01:18.590
9093,"Forslaget blev vedtaget. For stemte 106 (S, V, M, SF, DD, LA, KF, EL, RV, DF og ALT), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13313,1,245768,2023-05-04 10:02:04.413
9094,"Forslaget blev vedtaget. For stemte 107 (S, V, M, SF, DD, LA, KF, EL, RV, DF og ALT), imod stemte 0, hverken for eller imod stemte 0.",1,NULL,13313,1,243696,2023-05-04 10:02:47.377
9095,"Forslaget blev vedtaget. For stemte 88 (S, V, M, DD, LA, KF, RV og DF), imod stemte 19 (SF, EL og ALT), hverken for eller imod stemte 0.",1,NULL,13313,1,244470,2023-05-04 10:03:28.117
9096,"Forslaget blev forkastet. For stemte 23 (SF, EL, RV og ALT), imod stemte 84 (S, V, M, DD, LA, KF og DF), hverken for eller imod stemte 0.",0,NULL,13313,1,242202,2023-05-04 10:04:17.487
9097,"Forslaget blev forkastet. For stemte 23 (SF, EL, RV og ALT), imod stemte 84 (S, V, M, DD, LA, KF og DF), hverken for eller imod stemte 0.",0,NULL,13313,1,242153,2023-05-04 10:04:57.670
9098,"Forslaget blev forkastet. For stemte 10 (EL og ALT), imod stemte 97 (S, V, M, SF, DD, LA, KF, RV og DF), hverken for eller imod stemte 0.",0,NULL,13313,4,244985,2023-05-04 10:05:45.437
9099,"Forslaget blev forkastet. For stemte 10 (EL og ALT), imod stemte 97 (S, V, M, SF, DD, LA, KF, RV og DF), hverken for eller imod stemte 0.",0,NULL,13313,4,244985,2023-05-04 10:06:18.137
9100,"Forslaget blev vedtaget. For stemte 104 (S, V, M, SF, DD, LA, KF, EL, RV, DF og NB), imod stemte 0, hverken for eller imod stemte 4 (ALT).",1,NULL,13315,1,242378,2023-05-09 13:07:07.363
9101,"Forslaget blev vedtaget. For stemte 99 (S, V, M, SF, DD, KF, EL, RV, DF, ALT og NB), imod stemte 9 (LA), hverken for eller imod stemte 0.",1,NULL,13315,1,243655,2023-05-09 13:07:09.380
9102,"Forslaget blev vedtaget. For stemte 103 (S, V, M, SF, DD, LA, KF, EL, RV og ALT), imod stemte 5 (DF og NB), hverken for eller imod stemte 0.",1,NULL,13315,1,243113,2023-05-09 13:07:11.093
9103,"Forslaget blev vedtaget. For stemte 99 (S, V, M, SF, DD, LA, KF, RV, DF og NB), imod stemte 9 (EL og ALT), hverken for eller imod stemte 0.",1,NULL,13315,1,244987,2023-05-09 13:07:17.087
9104,"Forslaget blev vedtaget. For stemte 104 (S, V, M, SF, DD, LA, KF, EL, RV, ALT og NB), imod stemte 4 (DF), hverken for eller imod stemte 0.",1,NULL,13315,1,245980,2023-05-09 13:07:18.743
9105,"Forslaget blev vedtaget. For stemte 104 (S, V, M, SF, DD, LA, KF, EL, RV, ALT og NB), imod stemte 4 (DF), hverken for eller imod stemte 0.",1,NULL,13315,1,245988,2023-05-09 13:07:20.387
9106,"Forslaget blev vedtaget. For stemte 85 (S, V, M, DD, LA, KF, DF og NB), imod stemte 22 (SF, EL, RV og ALT), hverken for eller imod stemte 0.",1,NULL,13315,1,245994,2023-05-09 13:07:49.700
9107,"Forslaget blev forkastet. For stemte 18 (SF, EL og ALT), imod stemte 90 (S, V, M, DD, LA, KF, RV, DF og NB), hverken for eller imod stemte 0.",0,NULL,13315,4,244375,2023-05-09 13:09:09.477
9108,"Forslaget blev forkastet. For stemte 22 (SF, EL, RV og ALT), imod stemte 86 (S, V, M, DD, LA, KF, DF og NB), hverken for eller imod stemte 0.",0,NULL,13315,4,244375,2023-05-09 13:09:42.017
9109,"Forslaget blev vedtaget. For stemte 77 (S, V, M, SF, EL, RV, ALT og SP), imod stemte 28 (DD, LA, KF og DF), hverken for eller imod stemte 0.",1,NULL,13316,1,244940,2023-05-11 10:01:36.420
9110,"Forslaget blev vedtaget. For stemte 101 (S, V, M, SF, DD, LA, KF, EL, RV, ALT og SP), imod stemte 4 (DF), hverken for eller imod stemte 0.",1,NULL,13316,1,244927,2023-05-11 10:02:15.023
9111,"Forslaget blev vedtaget. For stemte 95 (S, V, M, SF, DD, Alex Vanopslagh (LA), KF, EL, RV, DF, ALT og SP), imod stemte 9 (LA), hverken for eller imod stemte 0.",1,Ved en fejl stemte Alex Vanopslagh (LA) for forslaget.,13316,4,244377,2023-05-11 12:48:03.663
9112,"Forslaget blev vedtaget. For stemte 58 (S, V og M), imod stemte 51 (SF, DD, LA, KF, EL, RV, DF, ALT og NB), hverken for eller imod stemte 0.",1,,13315,3,246008,2023-05-11 11:45:27.770
9113,"Forslaget blev forkastet. For stemte 10 (DD og NB), imod stemte 95 (S, V, M, SF, LA, KF, EL, RV, DF, ALT og SP), hverken for eller imod stemte 0.",0,NULL,13391,4,244456,2023-05-15 16:00:51.430
9114,"Forslaget blev forkastet. For stemte 6 (KF), imod stemte 99 (S, V, M, SF, DD, LA, EL, RV, DF, ALT, NB og SP), hverken for eller imod stemte 0.",0,NULL,13391,4,244456,2023-05-15 16:01:09.670
9115,"Forslaget blev forkastet. For stemte 16 (DD, KF og NB), imod stemte 90 (S, V, M, SF, LA, EL, RV, DF, ALT og SP), hverken for eller imod stemte 0.",0,NULL,13391,4,244456,2023-05-15 16:01:51.300
9116,"Forslaget blev forkastet. For stemte 10 (DD og NB), imod stemte 90 (S, V, M, SF, LA, EL, RV, DF, ALT og SP), hverken for eller imod stemte 6 (KF).",0,NULL,13391,4,244456,2023-05-15 16:02:11.577
9117,"Forslaget blev forkastet. For stemte 9 (DD), imod stemte 98 (S, V, M, SF, LA, KF, EL, RV, DF, ALT, NB og SP), hverken for eller imod stemte 0.",0,NULL,13391,4,244456,2023-05-15 16:02:39.060
9118,"Forslaget blev forkastet. For stemte 16 (DD, KF og NB), imod stemte 91 (S, V, M, SF, LA, EL, RV, DF, ALT og SP), hverken for eller imod stemte 0.",0,NULL,13391,4,244456,2023-05-15 16:03:03.437
9119,"Forslaget blev forkastet. For stemte 16 (DD, KF og NB), imod stemte 91 (S, V, M, SF, LA, EL, RV, DF, ALT og SP), hverken for eller imod stemte 0.",0,NULL,13391,4,244456,2023-05-15 16:03:57.957
9120,"Forslaget blev forkastet. For stemte 16 (DD, KF og NB), imod stemte 91 (S, V, M, SF, LA, EL, RV, DF, ALT og SP), hverken for eller imod stemte 0.",0,NULL,13391,4,244456,2023-05-15 16:04:18.590
9121,"Forslaget blev forkastet. For stemte 10 (DD og NB), imod stemte 91 (S, V, M, SF, LA, EL, RV, DF, ALT og SP), hverken for eller imod stemte 6 (KF).",0,NULL,13391,4,244456,2023-05-15 16:04:40.323
9122,"Forslaget blev forkastet. For stemte 1 (NB), imod stemte 91 (S, V, M, SF, LA, EL, RV, DF, ALT og SP), hverken for eller imod stemte 15 (DD, KF).",0,NULL,13391,4,244456,2023-05-15 16:05:06.990
