,afstemningsid,parti,stemme
11511,9899,DD,For
11512,9899,SF,For
11513,9899,EL,For
11514,9899,RV,For
11515,9899,ALT,For
11516,9899,Mike Villa Fonseca (UFG),For
11517,9899,S,Imod
11518,9899,V,Imod
11519,9899,LA,Imod
11520,9899,M,Imod
11521,9899,KF,Imod
11522,9899,DF,Imod
11523,9899,Jon Stephensen (UFG),Imod
11524,9900,SF,For
11525,9900,KF,For
11526,9900,EL,For
11527,9900,RV,For
11528,9900,ALT,For
11529,9900,S,Imod
11530,9900,V,Imod
11531,9900,DD,Imod
11532,9900,LA,Imod
11533,9900,M,Imod
11534,9900,DF,Imod
11535,9900,UFG,Imod
11536,9901,SF,For
11537,9901,EL,For
11538,9901,DF,For
11539,9901,S,Imod
11540,9901,V,Imod
11541,9901,DD,Imod
11542,9901,LA,Imod
11543,9901,M,Imod
11544,9901,KF,Imod
11545,9901,Trine Pertou Mach (EL),Imod
11546,9901,Søren Egge Rasmussen (EL),Imod
11547,9901,RV,Imod
11548,9901,ALT,Imod
11549,9901,Mike Villa Fonseca (UFG),Imod
11550,9901,Jon Stephensen (UFG),Hverken
11551,9902,DD,For
11552,9902,EL,For
11553,9902,DF,For
11554,9902,S,Imod
11555,9902,V,Imod
11556,9902,SF,Imod
11557,9902,LA,Imod
11558,9902,M,Imod
11559,9902,KF,Imod
11560,9902,RV,Imod
11561,9902,ALT,Imod
11562,9902,UFG,Imod
11563,9903,DD,For
11564,9903,KF,For
11565,9903,EL,For
11566,9903,DF,For
11567,9903,S,Imod
11568,9903,V,Imod
11569,9903,SF,Imod
11570,9903,LA,Imod
11571,9903,M,Imod
11572,9903,RV,Imod
11573,9903,ALT,Imod
11574,9903,UFG,Imod
11575,9904,DD,For
11576,9904,DF,For
11577,9904,S,Imod
11578,9904,V,Imod
11579,9904,SF,Imod
11580,9904,LA,Imod
11581,9904,M,Imod
11582,9904,KF,Imod
11583,9904,EL,Imod
11584,9904,RV,Imod
11585,9904,ALT,Imod
11586,9904,UFG,Imod
11587,9905,DD,For
11588,9905,EL,For
11589,9905,DF,For
11590,9905,ALT,For
11591,9905,S,Imod
11592,9905,V,Imod
11593,9905,SF,Imod
11594,9905,LA,Imod
11595,9905,M,Imod
11596,9905,KF,Imod
11597,9905,UFG,Imod
11598,9905,RV,Hverken
11599,9906,SF,For
11600,9906,EL,For
11601,9906,RV,For
11602,9906,ALT,For
11603,9906,S,Imod
11604,9906,V,Imod
11605,9906,DD,Imod
11606,9906,LA,Imod
11607,9906,M,Imod
11608,9906,KF,Imod
11609,9906,DF,Imod
11610,9906,Mike Villa Fonseca (UFG),Imod
11611,9906,Jon Stephensen (UFG),Hverken
11612,9907,EL,For
11613,9907,RV,For
11614,9907,ALT,For
11615,9907,S,Imod
11616,9907,V,Imod
11617,9907,DD,Imod
11618,9907,LA,Imod
11619,9907,M,Imod
11620,9907,KF,Imod
11621,9907,DF,Imod
11622,9907,Jon Stephensen (UFG),Imod
11623,9907,SF,Hverken
11624,9907,Mike Villa Fonseca (UFG),Hverken
11625,9908,S,For
11626,9908,V,For
11627,9908,M,For
11628,9908,Jon Stephensen (UFG),For
11629,9908,DD,Imod
11630,9908,SF,Imod
11631,9908,LA,Imod
11632,9908,KF,Imod
11633,9908,RV,Imod
11634,9908,DF,Imod
11635,9908,ALT,Imod
11636,9908,Lars Boje Mathiesen (UFG),Imod
11637,9908,EL,Hverken
11638,9909,S,For
11639,9909,V,For
11640,9909,M,For
11641,9909,RV,For
11642,9909,Jon Stephensen (UFG),For
11643,9909,DD,Imod
11644,9909,SF,Imod
11645,9909,LA,Imod
11646,9909,KF,Imod
11647,9909,EL,Imod
11648,9909,DF,Imod
11649,9909,ALT,Imod
11650,9909,Lars Boje Mathiesen (UFG),Imod
11651,9910,S,For
11652,9910,V,For
11653,9910,DD,For
11654,9910,SF,For
11655,9910,LA,For
11656,9910,M,For
11657,9910,KF,For
11658,9910,EL,For
11659,9910,RV,For
11660,9910,DF,For
11661,9910,UFG,For
11662,9910,Rasmus Jarlov (KF),Imod
11663,9910,ALT,Imod
11664,9911,S,For
11665,9911,V,For
11666,9911,DD,For
11667,9911,LA,For
11668,9911,M,For
11669,9911,Victoria Velasquez (EL),For
11670,9911,Søren Egge Rasmussen (EL),For
11671,9911,RV,For
11672,9911,ALT,For
11673,9911,UFG,For
11674,9911,SF,Imod
11675,9911,KF,Imod
11676,9911,EL,Imod
11677,9911,DF,Imod
11678,9911,Lars Boje Mathiesen (UFG),Hverken
11679,9912,S,For
11680,9912,V,For
11681,9912,DD,For
11682,9912,SF,For
11683,9912,LA,For
11684,9912,M,For
11685,9912,KF,For
11686,9912,EL,For
11687,9912,RV,For
11688,9912,DF,For
11689,9912,ALT,For
11690,9912,UFG,For
11691,9914,S,For
11692,9914,V,For
11693,9914,DD,For
11694,9914,SF,For
11695,9914,LA,For
11696,9914,M,For
11697,9914,KF,For
11698,9914,RV,For
11699,9914,UFG,For
11700,9914,EL,Imod
11701,9914,DF,Imod
11702,9914,ALT,Imod
11703,9915,S,For
11704,9915,V,For
11705,9915,DD,For
11706,9915,SF,For
11707,9915,LA,For
11708,9915,M,For
11709,9915,KF,For
11710,9915,EL,For
11711,9915,RV,For
11712,9915,ALT,For
11713,9915,UFG,For
11714,9915,DF,Imod
11715,9915,Lars Boje Mathiesen (UFG),Hverken
11716,9916,S,For
11717,9916,V,For
11718,9916,DD,For
11719,9916,SF,For
11720,9916,LA,For
11721,9916,M,For
11722,9916,KF,For
11723,9916,EL,For
11724,9916,RV,For
11725,9916,DF,For
11726,9916,ALT,For
11727,9916,UFG,For
11728,9917,S,For
11729,9917,V,For
11730,9917,M,For
11731,9917,DD,Imod
11732,9917,SF,Imod
11733,9917,LA,Imod
11734,9917,KF,Imod
11735,9917,EL,Imod
11736,9917,RV,Imod
11737,9917,DF,Imod
11738,9917,ALT,Imod
11739,9917,UFG,Imod
11740,9918,S,For
11741,9918,V,For
11742,9918,DD,For
11743,9918,SF,For
11744,9918,LA,For
11745,9918,M,For
11746,9918,KF,For
11747,9918,EL,For
11748,9918,RV,For
11749,9918,ALT,For
11750,9918,UFG,For
11751,9918,DF,Imod
11752,9919,S,For
11753,9919,V,For
11754,9919,SF,For
11755,9919,LA,For
11756,9919,M,For
11757,9919,KF,For
11758,9919,EL,For
11759,9919,RV,For
11760,9919,ALT,For
11761,9919,UFG,For
11762,9919,DD,Imod
11763,9919,DF,Imod
11764,9920,S,For
11765,9920,V,For
11766,9920,DD,For
11767,9920,SF,For
11768,9920,LA,For
11769,9920,M,For
11770,9920,KF,For
11771,9920,EL,For
11772,9920,RV,For
11773,9920,DF,For
11774,9920,ALT,For
11775,9920,UFG,For
11776,9921,S,For
11777,9921,V,For
11778,9921,DD,For
11779,9921,SF,For
11780,9921,LA,For
11781,9921,M,For
11782,9921,EL,For
11783,9921,RV,For
11784,9921,ALT,For
11785,9921,UFG,For
11786,9921,KF,Imod
11787,9921,DF,Hverken
11788,9922,S,For
11789,9922,V,For
11790,9922,DD,For
11791,9922,SF,For
11792,9922,M,For
11793,9922,EL,For
11794,9922,DF,For
11795,9922,ALT,For
11796,9922,LA,Imod
11797,9922,KF,Imod
11798,9922,RV,Imod
11799,9922,UFG,Imod
11800,9923,S,For
11801,9923,V,For
11802,9923,DD,For
11803,9923,SF,For
11804,9923,LA,For
11805,9923,M,For
11806,9923,KF,For
11807,9923,EL,For
11808,9923,RV,For
11809,9923,DF,For
11810,9923,ALT,For
11811,9923,UFG,For
11812,9924,S,For
11813,9924,V,For
11814,9924,DD,For
11815,9924,LA,For
11816,9924,M,For
11817,9924,KF,For
11818,9924,RV,For
11819,9924,DF,For
11820,9924,ALT,For
11821,9924,UFG,For
11822,9924,SF,Imod
11823,9924,EL,Imod
11824,9925,S,For
11825,9925,V,For
11826,9925,DD,For
11827,9925,SF,For
11828,9925,LA,For
11829,9925,M,For
11830,9925,KF,For
11831,9925,EL,For
11832,9925,RV,For
11833,9925,DF,For
11834,9925,ALT,For
11835,9925,UFG,For
11836,9926,S,For
11837,9926,V,For
11838,9926,DD,For
11839,9926,SF,For
11840,9926,LA,For
11841,9926,M,For
11842,9926,KF,For
11843,9926,RV,For
11844,9926,ALT,For
11845,9926,UFG,For
11846,9926,DF,Imod
11847,9926,EL,Hverken
11848,9927,S,For
11849,9927,V,For
11850,9927,DD,For
11851,9927,SF,For
11852,9927,LA,For
11853,9927,M,For
11854,9927,KF,For
11855,9927,EL,For
11856,9927,RV,For
11857,9927,DF,For
11858,9927,SP,For
11859,9927,UFG,For
11860,9927,ALT,Hverken
11861,9928,S,For
11862,9928,V,For
11863,9928,SF,For
11864,9928,LA,For
11865,9928,M,For
11866,9928,KF,For
11867,9928,EL,For
11868,9928,RV,For
11869,9928,ALT,For
11870,9928,UFG,For
11871,9928,DD,Imod
11872,9928,DF,Imod
11873,9928,Lars Boje Mathiesen (UFG),Imod
11874,9929,S,For
11875,9929,V,For
11876,9929,SF,For
11877,9929,LA,For
11878,9929,M,For
11879,9929,KF,For
11880,9929,EL,For
11881,9929,RV,For
11882,9929,ALT,For
11883,9929,Jon Stephensen (UFG),For
11884,9929,DD,Imod
11885,9929,DF,Imod
11886,9929,UFG,Imod
11887,9930,S,For
11888,9930,V,For
11889,9930,DD,For
11890,9930,SF,For
11891,9930,LA,For
11892,9930,M,For
11893,9930,EL,For
11894,9930,RV,For
11895,9930,ALT,For
11896,9930,UFG,For
11897,9930,KF,Imod
11898,9930,DF,Imod
11899,9930,Peter Skaarup (DD),Imod
11900,9930,Lars Boje Mathiesen (UFG),Imod
11901,9931,S,For
11902,9931,V,For
11903,9931,DD,For
11904,9931,SF,For
11905,9931,LA,For
11906,9931,M,For
11907,9931,KF,For
11908,9931,EL,For
11909,9931,RV,For
11910,9931,DF,For
11911,9931,ALT,For
11912,9931,UFG,For
11913,9932,S,For
11914,9932,V,For
11915,9932,DD,For
11916,9932,SF,For
11917,9932,M,For
11918,9932,EL,For
11919,9932,RV,For
11920,9932,DF,For
11921,9932,ALT,For
11922,9932,Jon Stephensen (UFG),For
11923,9932,LA,Imod
11924,9932,KF,Imod
11925,9932,Jeppe Søe (UFG),Imod
11926,9932,UFG,Hverken
11927,9933,S,For
11928,9933,V,For
11929,9933,DD,For
11930,9933,SF,For
11931,9933,M,For
11932,9933,KF,For
11933,9933,EL,For
11934,9933,RV,For
11935,9933,DF,For
11936,9933,ALT,For
11937,9933,UFG,For
11938,9933,LA,Imod
11939,9933,Lars Boje Mathiesen (UFG),Imod
11940,9934,S,For
11941,9934,V,For
11942,9934,DD,For
11943,9934,SF,For
11944,9934,LA,For
11945,9934,M,For
11946,9934,KF,For
11947,9934,EL,For
11948,9934,RV,For
11949,9934,DF,For
11950,9934,ALT,For
11951,9934,UFG,For
11952,9935,S,For
11953,9935,V,For
11954,9935,DD,For
11955,9935,SF,For
11956,9935,LA,For
11957,9935,M,For
11958,9935,KF,For
11959,9935,DF,For
11960,9935,UFG,For
11961,9935,EL,Imod
11962,9935,RV,Hverken
11963,9935,ALT,Hverken
11964,9935,Lars Boje Mathiesen (UFG),Hverken
11965,9936,S,For
11966,9936,V,For
11967,9936,SF,For
11968,9936,M,For
11969,9936,KF,For
11970,9936,EL,For
11971,9936,RV,For
11972,9936,Jon Stephensen (UFG),For
11973,9936,DD,Imod
11974,9936,LA,Imod
11975,9936,DF,Imod
11976,9936,UFG,Imod
11977,9936,ALT,Hverken
11978,9937,S,For
11979,9937,V,For
11980,9937,DD,For
11981,9937,LA,For
11982,9937,M,For
11983,9937,KF,For
11984,9937,RV,For
11985,9937,DF,For
11986,9937,ALT,For
11987,9937,UFG,For
11988,9937,SF,Imod
11989,9937,EL,Imod
11990,9937,Lars Boje Mathiesen (UFG),Hverken
11991,9938,S,For
11992,9938,V,For
11993,9938,DD,For
11994,9938,SF,For
11995,9938,LA,For
11996,9938,M,For
11997,9938,KF,For
11998,9938,EL,For
11999,9938,RV,For
12000,9938,DF,For
12001,9938,ALT,For
12002,9938,UFG,For
12003,9939,S,For
12004,9939,V,For
12005,9939,DD,For
12006,9939,SF,For
12007,9939,LA,For
12008,9939,M,For
12009,9939,KF,For
12010,9939,EL,For
12011,9939,RV,For
12012,9939,DF,For
12013,9939,ALT,For
12014,9939,UFG,For
12015,9939,Lars Boje Mathiesen (UFG),Imod
12016,9940,S,For
12017,9940,V,For
12018,9940,SF,For
12019,9940,M,For
12020,9940,RV,For
12021,9940,ALT,For
12022,9940,Jon Stephensen (UFG),For
12023,9940,DD,Imod
12024,9940,LA,Imod
12025,9940,KF,Imod
12026,9940,DF,Imod
12027,9940,UFG,Imod
12028,9940,EL,Hverken
12029,9941,S,For
12030,9941,V,For
12031,9941,DD,For
12032,9941,SF,For
12033,9941,LA,For
12034,9941,M,For
12035,9941,KF,For
12036,9941,EL,For
12037,9941,RV,For
12038,9941,DF,For
12039,9941,ALT,For
12040,9941,UFG,For
12041,9942,S,For
12042,9942,V,For
12043,9942,DD,For
12044,9942,M,For
12045,9942,KF,For
12046,9942,DF,For
12047,9942,UFG,For
12048,9942,SF,Imod
12049,9942,LA,Imod
12050,9942,EL,Imod
12051,9942,RV,Imod
12052,9942,ALT,Imod
12053,9942,Lars Boje Mathiesen (UFG),Hverken
12054,9943,S,For
12055,9943,V,For
12056,9943,DD,For
12057,9943,SF,For
12058,9943,LA,For
12059,9943,M,For
12060,9943,KF,For
12061,9943,EL,For
12062,9943,RV,For
12063,9943,DF,For
12064,9943,ALT,For
12065,9943,UFG,For
12066,9944,S,For
12067,9944,V,For
12068,9944,DD,For
12069,9944,SF,For
12070,9944,LA,For
12071,9944,M,For
12072,9944,KF,For
12073,9944,EL,For
12074,9944,RV,For
12075,9944,DF,For
12076,9944,ALT,For
12077,9944,UFG,For
12078,9945,S,For
12079,9945,V,For
12080,9945,DD,For
12081,9945,SF,For
12082,9945,LA,For
12083,9945,M,For
12084,9945,KF,For
12085,9945,EL,For
12086,9945,RV,For
12087,9945,DF,For
12088,9945,ALT,For
12089,9945,UFG,For
12090,9946,S,For
12091,9946,V,For
12092,9946,DD,For
12093,9946,SF,For
12094,9946,LA,For
12095,9946,M,For
12096,9946,KF,For
12097,9946,EL,For
12098,9946,RV,For
12099,9946,DF,For
12100,9946,ALT,For
12101,9946,UFG,For
12102,9947,S,For
12103,9947,V,For
12104,9947,DD,For
12105,9947,SF,For
12106,9947,LA,For
12107,9947,M,For
12108,9947,KF,For
12109,9947,EL,For
12110,9947,RV,For
12111,9947,ALT,For
12112,9947,UFG,For
12113,9947,DF,Imod
12114,9947,Lars Boje Mathiesen (UFG),Imod
12115,9948,S,For
12116,9948,V,For
12117,9948,DD,For
12118,9948,SF,For
12119,9948,LA,For
12120,9948,M,For
12121,9948,KF,For
12122,9948,EL,For
12123,9948,RV,For
12124,9948,ALT,For
12125,9948,UFG,For
12126,9948,DF,Imod
12127,9948,Lars Boje Mathiesen (UFG),Imod
12128,9949,S,For
12129,9949,V,For
12130,9949,DD,For
12131,9949,SF,For
12132,9949,LA,For
12133,9949,M,For
12134,9949,KF,For
12135,9949,EL,For
12136,9949,RV,For
12137,9949,DF,For
12138,9949,ALT,For
12139,9949,UFG,For
12140,9949,Lars Boje Mathiesen (UFG),Imod
12141,9950,S,For
12142,9950,V,For
12143,9950,SF,For
12144,9950,M,For
12145,9950,EL,For
12146,9950,RV,For
12147,9950,ALT,For
12148,9950,Peter Skaarup (DD),For
12149,9950,Jon Stephensen (UFG),For
12150,9950,DD,Imod
12151,9950,LA,Imod
12152,9950,KF,Imod
12153,9950,DF,Imod
12154,9950,UFG,Imod
12155,9951,S,For
12156,9951,V,For
12157,9951,DD,For
12158,9951,SF,For
12159,9951,LA,For
12160,9951,M,For
12161,9951,KF,For
12162,9951,EL,For
12163,9951,RV,For
12164,9951,DF,For
12165,9951,ALT,For
12166,9951,UFG,For
12167,9951,Lars Boje Mathiesen (UFG),Imod
12168,9952,S,For
12169,9952,V,For
12170,9952,DD,For
12171,9952,M,For
12172,9952,KF,For
12173,9952,DF,For
12174,9952,ALT,For
12175,9952,UFG,For
12176,9952,SF,Imod
12177,9952,LA,Imod
12178,9952,EL,Imod
12179,9952,RV,Imod
12180,9952,Jeppe Søe (UFG),Imod
12181,9953,S,For
12182,9953,V,For
12183,9953,DD,For
12184,9953,SF,For
12185,9953,LA,For
12186,9953,M,For
12187,9953,KF,For
12188,9953,RV,For
12189,9953,DF,For
12190,9953,UFG,For
12191,9953,EL,Imod
12192,9953,ALT,Imod
12193,9954,S,For
12194,9954,V,For
12195,9954,DD,For
12196,9954,SF,For
12197,9954,LA,For
12198,9954,M,For
12199,9954,KF,For
12200,9954,EL,For
12201,9954,RV,For
12202,9954,DF,For
12203,9954,ALT,For
12204,9954,UFG,For
12205,9955,S,For
12206,9955,V,For
12207,9955,DD,For
12208,9955,SF,For
12209,9955,LA,For
12210,9955,M,For
12211,9955,KF,For
12212,9955,EL,For
12213,9955,RV,For
12214,9955,DF,For
12215,9955,ALT,For
12216,9955,UFG,For
12217,9956,S,For
12218,9956,V,For
12219,9956,DD,For
12220,9956,SF,For
12221,9956,LA,For
12222,9956,M,For
12223,9956,KF,For
12224,9956,EL,For
12225,9956,RV,For
12226,9956,DF,For
12227,9956,ALT,For
12228,9956,UFG,For
12229,9957,S,For
12230,9957,V,For
12231,9957,DD,For
12232,9957,SF,For
12233,9957,M,For
12234,9957,KF,For
12235,9957,EL,For
12236,9957,RV,For
12237,9957,DF,For
12238,9957,ALT,For
12239,9957,UFG,For
12240,9957,LA,Imod
12241,9957,Jeppe Søe (UFG),Imod
12242,9958,S,For
12243,9958,V,For
12244,9958,DD,For
12245,9958,SF,For
12246,9958,LA,For
12247,9958,M,For
12248,9958,KF,For
12249,9958,EL,For
12250,9958,RV,For
12251,9958,DF,For
12252,9958,ALT,For
12253,9958,UFG,For
12254,9959,S,For
12255,9959,V,For
12256,9959,DD,For
12257,9959,SF,For
12258,9959,M,For
12259,9959,KF,For
12260,9959,RV,For
12261,9959,DF,For
12262,9959,ALT,For
12263,9959,Jon Stephensen (UFG),For
12264,9959,Mike Villa Fonseca (UFG),For
12265,9959,LA,Imod
12266,9959,EL,Imod
12267,9959,UFG,Imod
12268,9960,S,For
12269,9960,V,For
12270,9960,DD,For
12271,9960,SF,For
12272,9960,M,For
12273,9960,KF,For
12274,9960,RV,For
12275,9960,DF,For
12276,9960,ALT,For
12277,9960,Jon Stephensen (UFG),For
12278,9960,Mike Villa Fonseca (UFG),For
12279,9960,LA,Imod
12280,9960,EL,Imod
12281,9960,UFG,Imod
12282,9961,S,For
12283,9961,V,For
12284,9961,SF,For
12285,9961,M,For
12286,9961,EL,For
12287,9961,RV,For
12288,9961,ALT,For
12289,9961,Jon Stephensen (UFG),For
12290,9961,Mike Villa Fonseca (UFG),For
12291,9961,DD,Imod
12292,9961,LA,Imod
12293,9961,KF,Imod
12294,9961,DF,Imod
12295,9961,UFG,Imod
12296,9962,S,For
12297,9962,V,For
12298,9962,SF,For
12299,9962,LA,For
12300,9962,M,For
12301,9962,KF,For
12302,9962,EL,For
12303,9962,RV,For
12304,9962,ALT,For
12305,9962,UFG,For
12306,9962,DD,Imod
12307,9962,DF,Imod
12308,9962,Lars Boje Mathiesen (UFG),Imod
12309,9963,S,For
12310,9963,V,For
12311,9963,DD,For
12312,9963,SF,For
12313,9963,LA,For
12314,9963,M,For
12315,9963,KF,For
12316,9963,EL,For
12317,9963,RV,For
12318,9963,DF,For
12319,9963,ALT,For
12320,9963,UFG,For
12321,9963,Lars Boje Mathiesen (UFG),Hverken
12322,9964,S,For
12323,9964,V,For
12324,9964,SF,For
12325,9964,M,For
12326,9964,EL,For
12327,9964,RV,For
12328,9964,ALT,For
12329,9964,Jon Stephensen (UFG),For
12330,9964,DD,Imod
12331,9964,LA,Imod
12332,9964,KF,Imod
12333,9964,DF,Imod
12334,9964,UFG,Imod
12335,9965,S,For
12336,9965,V,For
12337,9965,SF,For
12338,9965,M,For
12339,9965,EL,For
12340,9965,RV,For
12341,9965,ALT,For
12342,9965,Jon Stephensen (UFG),For
12343,9965,DD,Imod
12344,9965,LA,Imod
12345,9965,KF,Imod
12346,9965,DF,Imod
12347,9965,UFG,Imod
12348,9966,S,For
12349,9966,V,For
12350,9966,DD,For
12351,9966,SF,For
12352,9966,LA,For
12353,9966,M,For
12354,9966,KF,For
12355,9966,EL,For
12356,9966,RV,For
12357,9966,DF,For
12358,9966,ALT,For
12359,9966,UFG,For
12360,9967,S,For
12361,9967,V,For
12362,9967,DD,For
12363,9967,LA,For
12364,9967,M,For
12365,9967,KF,For
12366,9967,DF,For
12367,9967,UFG,For
12368,9967,SF,Imod
12369,9967,EL,Imod
12370,9967,RV,Imod
12371,9967,ALT,Imod
12372,9967,Mike Villa Fonseca (UFG),Imod
12373,9967,Jeppe Søe (UFG),Imod
12374,9968,S,For
12375,9968,V,For
12376,9968,SF,For
12377,9968,LA,For
12378,9968,M,For
12379,9968,KF,For
12380,9968,EL,For
12381,9968,RV,For
12382,9968,DF,For
12383,9968,ALT,For
12384,9968,UFG,For
12385,9968,DD,Imod
12386,9968,Lars Boje Mathiesen (UFG),Imod
12387,9969,S,For
12388,9969,V,For
12389,9969,M,For
12390,9969,Karina Lorentzen Dehnhardt (SF),For
12391,9969,Lisbeth Bech-Nielsen (SF),For
12392,9969,Jon Stephensen (UFG),For
12393,9969,DD,Imod
12394,9969,SF,Imod
12395,9969,LA,Imod
12396,9969,KF,Imod
12397,9969,EL,Imod
12398,9969,RV,Imod
12399,9969,DF,Imod
12400,9969,ALT,Imod
12401,9969,UFG,Imod
12402,9970,S,For
12403,9970,V,For
12404,9970,DD,For
12405,9970,M,For
12406,9970,DF,For
12407,9970,Jon Stephensen (UFG),For
12408,9970,SF,Imod
12409,9970,LA,Imod
12410,9970,KF,Imod
12411,9970,EL,Imod
12412,9970,RV,Imod
12413,9970,ALT,Imod
12414,9970,UFG,Imod
12415,9970,Lars Boje Mathiesen (UFG),Hverken
12416,9971,S,For
12417,9971,V,For
12418,9971,SF,For
12419,9971,M,For
12420,9971,KF,For
12421,9971,RV,For
12422,9971,UFG,For
12423,9971,DD,Imod
12424,9971,LA,Imod
12425,9971,EL,Imod
12426,9971,DF,Imod
12427,9971,ALT,Imod
12428,9971,Jeppe Søe (UFG),Imod
12429,9971,Lars Boje Mathiesen (UFG),Hverken
12430,9972,S,For
12431,9972,V,For
12432,9972,DD,For
12433,9972,SF,For
12434,9972,LA,For
12435,9972,M,For
12436,9972,KF,For
12437,9972,RV,For
12438,9972,ALT,For
12439,9972,UFG,For
12440,9972,EL,Imod
12441,9972,DF,Imod
12442,9972,Lars Boje Mathiesen (UFG),Imod
12443,9973,S,For
12444,9973,V,For
12445,9973,DD,For
12446,9973,SF,For
12447,9973,LA,For
12448,9973,M,For
12449,9973,KF,For
12450,9973,EL,For
12451,9973,RV,For
12452,9973,DF,For
12453,9973,ALT,For
12454,9973,UFG,For
12455,9973,Mette Thiesen (DF),Imod
12456,9973,Peter Kofod (DF),Imod
12457,9974,S,For
12458,9974,V,For
12459,9974,DD,For
12460,9974,SF,For
12461,9974,LA,For
12462,9974,M,For
12463,9974,KF,For
12464,9974,EL,For
12465,9974,RV,For
12466,9974,DF,For
12467,9974,ALT,For
12468,9974,UFG,For
12469,9975,S,For
12470,9975,V,For
12471,9975,DD,For
12472,9975,SF,For
12473,9975,LA,For
12474,9975,M,For
12475,9975,KF,For
12476,9975,EL,For
12477,9975,RV,For
12478,9975,DF,For
12479,9975,ALT,For
12480,9975,UFG,For
12481,9976,S,For
12482,9976,V,For
12483,9976,DD,For
12484,9976,SF,For
12485,9976,LA,For
12486,9976,M,For
12487,9976,KF,For
12488,9976,EL,For
12489,9976,RV,For
12490,9976,ALT,For
12491,9976,UFG,For
12492,9976,DF,Imod
12493,9976,Lars Boje Mathiesen (UFG),Imod
12494,9977,S,For
12495,9977,V,For
12496,9977,DD,For
12497,9977,SF,For
12498,9977,LA,For
12499,9977,M,For
12500,9977,KF,For
12501,9977,EL,For
12502,9977,RV,For
12503,9977,ALT,For
12504,9977,UFG,For
12505,9977,DF,Imod
12506,9977,Lars Boje Mathiesen (UFG),Hverken
12507,9978,S,For
12508,9978,V,For
12509,9978,DD,For
12510,9978,SF,For
12511,9978,LA,For
12512,9978,M,For
12513,9978,KF,For
12514,9978,EL,For
12515,9978,DF,For
12516,9978,UFG,For
12517,9978,Lotte Rod (RV),For
12518,9978,RV,Imod
12519,9978,ALT,Imod
12520,9978,Søren Egge Rasmussen (EL),Imod
12521,9979,S,For
12522,9979,V,For
12523,9979,DD,For
12524,9979,SF,For
12525,9979,LA,For
12526,9979,M,For
12527,9979,KF,For
12528,9979,RV,For
12529,9979,DF,For
12530,9979,UFG,For
12531,9979,EL,Imod
12532,9979,ALT,Hverken
12533,9980,S,For
12534,9980,V,For
12535,9980,DD,For
12536,9980,SF,For
12537,9980,LA,For
12538,9980,M,For
12539,9980,KF,For
12540,9980,EL,For
12541,9980,RV,For
12542,9980,DF,For
12543,9980,ALT,For
12544,9980,UFG,For
12545,9981,S,For
12546,9981,V,For
12547,9981,SF,For
12548,9981,M,For
12549,9981,EL,For
12550,9981,RV,For
12551,9981,ALT,For
12552,9981,Jon Stephensen (UFG),For
12553,9981,DD,Imod
12554,9981,LA,Imod
12555,9981,KF,Imod
12556,9981,DF,Imod
12557,9981,UFG,Imod
12558,9982,S,For
12559,9982,V,For
12560,9982,SF,For
12561,9982,M,For
12562,9982,RV,For
12563,9982,Leila Stockmarr (EL),For
12564,9982,Jon Stephensen (UFG),For
12565,9982,DD,Imod
12566,9982,LA,Imod
12567,9982,KF,Imod
12568,9982,EL,Imod
12569,9982,DF,Imod
12570,9982,ALT,Imod
12571,9982,UFG,Imod
12572,9983,S,For
12573,9983,V,For
12574,9983,SF,For
12575,9983,LA,For
12576,9983,M,For
12577,9983,KF,For
12578,9983,EL,For
12579,9983,RV,For
12580,9983,ALT,For
12581,9983,UFG,For
12582,9983,DD,Imod
12583,9983,DF,Imod
12584,9983,Katrine Daugaard (LA),Imod
12585,9983,Lars Boje Mathiesen (UFG),Imod
12586,9984,S,For
12587,9984,V,For
12588,9984,M,For
12589,9984,Jon Stephensen (UFG),For
12590,9984,DD,Imod
12591,9984,SF,Imod
12592,9984,LA,Imod
12593,9984,KF,Imod
12594,9984,EL,Imod
12595,9984,RV,Imod
12596,9984,DF,Imod
12597,9984,ALT,Imod
12598,9984,UFG,Imod
12599,9985,S,For
12600,9985,V,For
12601,9985,DD,For
12602,9985,SF,For
12603,9985,M,For
12604,9985,KF,For
12605,9985,ALT,For
12606,9985,LA,Imod
12607,9985,DF,Imod
12608,9985,UFG,Imod
12609,9985,EL,Hverken
12610,9985,RV,Hverken
12611,9986,S,For
12612,9986,V,For
12613,9986,DD,For
12614,9986,SF,For
12615,9986,LA,For
12616,9986,M,For
12617,9986,KF,For
12618,9986,EL,For
12619,9986,RV,For
12620,9986,DF,For
12621,9986,ALT,For
12622,9986,UFG,For
12623,9987,S,For
12624,9987,V,For
12625,9987,M,For
12626,9987,RV,For
12627,9987,ALT,For
12628,9987,DD,Imod
12629,9987,LA,Imod
12630,9987,KF,Imod
12631,9987,EL,Imod
12632,9987,DF,Imod
12633,9987,UFG,Imod
12634,9987,Louise Elholm (V),Imod
12635,9987,Heidi Bank (V),Imod
12636,9987,SF,Hverken
12637,9988,S,For
12638,9988,V,For
12639,9988,SF,For
12640,9988,M,For
12641,9988,KF,For
12642,9988,RV,For
12643,9988,DF,For
12644,9988,ALT,For
12645,9988,DD,Imod
12646,9988,EL,Imod
12647,9988,UFG,Imod
12648,9988,LA,Hverken
12649,9989,S,For
12650,9989,V,For
12651,9989,DD,For
