,afstemningsid,parti,stemme
0,8844,S,For
1,8844,Ellen Trane Nørby (V),For
2,8844,SF,For
3,8844,RV,For
4,8844,EL,For
5,8844,KF,For
6,8844,DF,For
7,8844,FG,For
8,8844,ALT,For
9,8844,UFG,For
10,8844,V,Hverken
11,8844,NB,Hverken
12,8844,LA,Hverken
13,9002,S,For
14,9002,V,For
15,9002,M,For
16,9002,SF,For
17,9002,DD,For
18,9002,LA,For
19,9002,KF,For
20,9002,EL,For
21,9002,RV,For
22,9002,ALT,For
23,9002,NB,For
24,9002,DF,For
25,9002,IA,For
26,9002,SP,For
27,9002,JF,For
28,9003,S,For
29,9003,V,For
30,9003,M,For
31,9003,SF,For
32,9003,DD,For
33,9003,LA,For
34,9003,KF,For
35,9003,EL,For
36,9003,RV,For
37,9003,ALT,For
38,9003,NB,For
39,9003,DF,For
40,9003,UFG,For
41,9004,S,For
42,9004,V,For
43,9004,M,For
44,9004,SF,For
45,9004,DD,For
46,9004,LA,For
47,9004,KF,For
48,9004,EL,For
49,9004,RV,For
50,9004,ALT,For
51,9004,NB,For
52,9004,DF,For
53,9004,UFG,For
54,9005,SF,For
55,9005,EL,For
56,9005,RV,For
57,9005,ALT,For
58,9005,S,Imod
59,9005,V,Imod
60,9005,M,Imod
61,9005,DD,Imod
62,9005,LA,Imod
63,9005,KF,Imod
64,9005,NB,Imod
65,9005,DF,Imod
66,9006,S,For
67,9006,V,For
68,9006,M,For
69,9006,SF,For
70,9006,DD,For
71,9006,LA,For
72,9006,KF,For
73,9006,EL,For
74,9006,RV,For
75,9006,ALT,For
76,9006,NB,For
77,9006,DF,For
78,9007,S,For
79,9007,V,For
80,9007,M,For
81,9007,SF,For
82,9007,DD,For
83,9007,LA,For
84,9007,KF,For
85,9007,EL,For
86,9007,RV,For
87,9007,ALT,For
88,9007,DF,For
89,9007,NB,Hverken
90,9008,S,For
91,9008,V,For
92,9008,M,For
93,9008,SF,For
94,9008,EL,For
95,9008,ALT,For
96,9008,DF,For
97,9008,DD,Imod
98,9008,LA,Imod
99,9008,KF,Imod
100,9008,NB,Imod
101,9008,RV,Hverken
102,9009,S,For
103,9009,V,For
104,9009,M,For
105,9009,SF,For
106,9009,EL,For
107,9009,ALT,For
108,9009,DF,For
109,9009,DD,Imod
110,9009,LA,Imod
111,9009,KF,Imod
112,9009,RV,Imod
113,9009,NB,Imod
114,9010,S,For
115,9010,V,For
116,9010,M,For
117,9010,SF,For
118,9010,DD,For
119,9010,LA,For
120,9010,KF,For
121,9010,EL,For
122,9010,RV,For
123,9010,ALT,For
124,9010,DF,For
125,9010,NB,Imod
126,9011,S,For
127,9011,V,For
128,9011,M,For
129,9011,SF,For
130,9011,DD,For
131,9011,LA,For
132,9011,KF,For
133,9011,EL,For
134,9011,RV,For
135,9011,ALT,For
136,9011,DF,For
137,9011,NB,Hverken
138,9012,S,For
139,9012,V,For
140,9012,M,For
141,9012,SF,For
142,9012,DD,For
143,9012,LA,For
144,9012,KF,For
145,9012,EL,For
146,9012,RV,For
147,9012,ALT,For
148,9012,DF,For
149,9012,NB,Imod
150,9013,S,For
151,9013,V,For
152,9013,M,For
153,9013,SF,For
154,9013,DD,For
155,9013,LA,For
156,9013,KF,For
157,9013,EL,For
158,9013,RV,For
159,9013,ALT,For
160,9013,NB,For
161,9013,DF,For
162,9014,S,For
163,9014,V,For
164,9014,M,For
165,9014,SF,For
166,9014,DD,For
167,9014,LA,For
168,9014,KF,For
169,9014,EL,For
170,9014,RV,For
171,9014,DF,For
172,9014,NB,Imod
173,9014,ALT,Hverken
174,9015,S,For
175,9015,V,For
176,9015,M,For
177,9015,SF,For
178,9015,DD,For
179,9015,LA,For
180,9015,KF,For
181,9015,EL,For
182,9015,RV,For
183,9015,NB,For
184,9015,DF,For
185,9015,ALT,Imod
186,9016,S,For
187,9016,V,For
188,9016,M,For
189,9016,SF,For
190,9016,DD,For
191,9016,LA,For
192,9016,KF,For
193,9016,EL,For
194,9016,RV,For
195,9016,ALT,For
196,9016,NB,For
197,9016,DF,For
198,9017,S,For
199,9017,V,For
200,9017,M,For
201,9017,SF,For
202,9017,DD,For
203,9017,LA,For
204,9017,KF,For
205,9017,EL,For
206,9017,RV,For
207,9017,ALT,For
208,9017,NB,For
209,9017,DF,For
210,9018,DD,For
211,9018,LA,For
212,9018,KF,For
213,9018,DF,For
214,9018,S,Imod
215,9018,V,Imod
216,9018,M,Imod
217,9018,SF,Imod
218,9018,EL,Imod
219,9018,RV,Imod
220,9018,ALT,Imod
221,9018,SP,Imod
222,9019,DD,For
223,9019,LA,For
224,9019,KF,For
225,9019,DF,For
226,9019,S,Imod
227,9019,V,Imod
228,9019,M,Imod
229,9019,SF,Imod
230,9019,EL,Imod
231,9019,RV,Imod
232,9019,ALT,Imod
233,9019,SP,Imod
234,9020,DD,For
235,9020,LA,For
236,9020,KF,For
237,9020,DF,For
238,9020,S,Imod
239,9020,V,Imod
240,9020,M,Imod
241,9020,SF,Imod
242,9020,EL,Imod
243,9020,RV,Imod
244,9020,ALT,Imod
245,9020,SP,Imod
246,9021,DD,For
247,9021,LA,For
248,9021,KF,For
249,9021,DF,For
250,9021,S,Imod
251,9021,V,Imod
252,9021,M,Imod
253,9021,SF,Imod
254,9021,EL,Imod
255,9021,RV,Imod
256,9021,ALT,Imod
257,9021,SP,Imod
258,9022,S,For
259,9022,V,For
260,9022,M,For
261,9022,DD,For
262,9022,LA,For
263,9022,KF,For
264,9022,RV,For
265,9022,DF,For
266,9022,SP,For
267,9022,SF,Imod
268,9022,EL,Imod
269,9022,ALT,Imod
270,9023,DD,For
271,9023,LA,For
272,9023,KF,For
273,9023,DF,For
274,9023,ALT,For
275,9023,NB,For
276,9023,S,Imod
277,9023,V,Imod
278,9023,M,Imod
279,9023,SF,Imod
280,9023,EL,Imod
281,9023,RV,Imod
282,9024,S,For
283,9024,V,For
284,9024,M,For
285,9024,SF,For
286,9024,DD,For
287,9024,LA,For
288,9024,KF,For
289,9024,EL,For
290,9024,RV,For
291,9024,DF,For
292,9024,ALT,For
293,9024,NB,For
294,9025,S,For
295,9025,V,For
296,9025,M,For
297,9025,SF,For
298,9025,DD,For
299,9025,LA,For
300,9025,KF,For
301,9025,EL,For
302,9025,RV,For
303,9025,DF,For
304,9025,ALT,For
305,9025,NB,For
306,9026,SF,For
307,9026,DD,For
308,9026,LA,For
309,9026,KF,For
310,9026,EL,For
311,9026,DF,For
312,9026,ALT,For
313,9026,NB,For
314,9026,S,Imod
315,9026,V,Imod
316,9026,M,Imod
317,9026,RV,Imod
318,9027,SF,For
319,9027,DD,For
320,9027,EL,For
321,9027,DF,For
322,9027,ALT,For
323,9027,NB,For
324,9027,S,Imod
325,9027,V,Imod
326,9027,M,Imod
327,9027,LA,Imod
328,9027,KF,Imod
329,9027,RV,Imod
330,9028,SF,For
331,9028,DD,For
332,9028,LA,For
333,9028,KF,For
334,9028,EL,For
335,9028,DF,For
336,9028,ALT,For
337,9028,NB,For
338,9028,S,Imod
339,9028,V,Imod
340,9028,M,Imod
341,9028,RV,Imod
342,9029,S,For
343,9029,V,For
344,9029,M,For
345,9029,RV,For
346,9029,SF,Imod
347,9029,DD,Imod
348,9029,LA,Imod
349,9029,KF,Imod
350,9029,EL,Imod
351,9029,DF,Imod
352,9029,ALT,Imod
353,9029,NB,Imod
354,9030,SF,For
355,9030,EL,For
356,9030,DF,For
357,9030,NB,For
358,9030,S,Imod
359,9030,V,Imod
360,9030,M,Imod
361,9030,DD,Imod
362,9030,LA,Imod
363,9030,KF,Imod
364,9030,RV,Imod
365,9030,ALT,Hverken
366,9031,S,For
367,9031,V,For
368,9031,M,For
369,9031,SF,For
370,9031,DD,For
371,9031,LA,For
372,9031,KF,For
373,9031,EL,For
374,9031,RV,For
375,9031,DF,For
376,9031,ALT,For
377,9031,NB,For
378,9032,S,For
379,9032,V,For
380,9032,M,For
381,9032,SF,For
382,9032,DD,For
383,9032,LA,For
384,9032,KF,For
385,9032,EL,For
386,9032,RV,For
387,9032,DF,For
388,9032,ALT,For
389,9032,NB,For
390,9033,S,For
391,9033,V,For
392,9033,M,For
393,9033,SF,For
394,9033,DD,For
395,9033,LA,For
396,9033,KF,For
397,9033,EL,For
398,9033,RV,For
399,9033,DF,For
400,9033,ALT,For
401,9033,NB,For
402,9034,S,For
403,9034,V,For
404,9034,M,For
405,9034,SF,For
406,9034,DD,For
407,9034,EL,For
408,9034,DF,For
409,9034,ALT,For
410,9034,NB,For
411,9034,LA,Imod
412,9034,KF,Imod
413,9034,RV,Imod
414,9035,S,For
415,9035,V,For
416,9035,M,For
417,9035,SF,For
418,9035,DD,For
419,9035,LA,For
420,9035,KF,For
421,9035,EL,For
422,9035,RV,For
423,9035,DF,For
424,9035,ALT,For
425,9035,NB,For
426,9036,Lise Bech (DD),For
427,9036,DF,For
428,9036,NB,For
429,9036,S,Imod
430,9036,V,Imod
431,9036,M,Imod
432,9036,SF,Imod
433,9036,DD,Imod
434,9036,LA,Imod
435,9036,KF,Imod
436,9036,EL,Imod
437,9036,RV,Imod
438,9036,ALT,Imod
439,9037,DD,For
440,9037,KF,For
441,9037,DF,For
442,9037,NB,For
443,9037,S,Imod
444,9037,V,Imod
445,9037,M,Imod
446,9037,SF,Imod
447,9037,LA,Imod
448,9037,EL,Imod
449,9037,RV,Imod
450,9037,ALT,Imod
451,9038,S,For
452,9038,V,For
453,9038,M,For
454,9038,SF,For
455,9038,DD,For
456,9038,LA,For
457,9038,KF,For
458,9038,EL,For
459,9038,DF,For
460,9038,NB,For
461,9038,RV,Imod
462,9038,ALT,Imod
463,9039,S,For
464,9039,V,For
465,9039,M,For
466,9039,SF,For
467,9039,DD,For
468,9039,LA,For
469,9039,KF,For
470,9039,EL,For
471,9039,RV,For
472,9039,DF,For
473,9039,ALT,For
474,9039,NB,For
475,9040,S,For
476,9040,V,For
477,9040,M,For
478,9040,SF,For
479,9040,DD,For
480,9040,LA,For
481,9040,KF,For
482,9040,Jette Gottlieb (EL),For
483,9040,RV,For
484,9040,DF,For
485,9040,ALT,For
486,9040,NB,For
487,9040,EL,Imod
488,9041,S,For
489,9041,V,For
490,9041,M,For
491,9041,SF,For
492,9041,DD,For
493,9041,LA,For
494,9041,KF,For
495,9041,EL,For
496,9041,RV,For
497,9041,DF,For
498,9041,ALT,For
499,9041,NB,Hverken
500,9042,S,For
501,9042,V,For
502,9042,M,For
503,9042,SF,For
504,9042,DD,For
505,9042,LA,For
506,9042,KF,For
507,9042,EL,For
508,9042,RV,For
509,9042,DF,For
510,9042,ALT,For
511,9042,NB,For
512,9043,S,For
513,9043,V,For
514,9043,M,For
515,9043,SF,For
516,9043,DD,For
517,9043,LA,For
518,9043,KF,For
519,9043,EL,For
520,9043,RV,For
521,9043,ALT,For
522,9043,DF,Imod
523,9043,NB,Imod
524,9044,S,For
525,9044,V,For
526,9044,M,For
527,9044,SF,For
528,9044,DD,For
529,9044,LA,For
530,9044,KF,For
531,9044,RV,For
532,9044,DF,For
533,9044,NB,For
534,9044,EL,Hverken
535,9044,ALT,Hverken
536,9045,S,For
537,9045,V,For
538,9045,M,For
539,9045,DD,For
540,9045,LA,For
541,9045,KF,For
542,9045,RV,For
543,9045,ALT,For
544,9045,NB,For
545,9045,SF,Imod
546,9045,EL,Imod
547,9045,DF,Imod
548,9046,S,For
549,9046,V,For
550,9046,M,For
551,9046,SF,For
552,9046,DD,For
553,9046,LA,For
554,9046,KF,For
555,9046,EL,For
556,9046,RV,For
557,9046,DF,For
558,9046,ALT,For
559,9046,NB,For
560,9047,S,For
561,9047,V,For
562,9047,M,For
563,9047,SF,For
564,9047,LA,For
565,9047,KF,For
566,9047,EL,For
567,9047,RV,For
568,9047,DF,For
569,9047,ALT,For
570,9047,DD,Imod
571,9047,NB,Imod
572,9048,S,For
573,9048,V,For
574,9048,M,For
575,9048,SF,For
576,9048,DD,For
577,9048,LA,For
578,9048,KF,For
579,9048,EL,For
580,9048,RV,For
581,9048,DF,For
582,9048,ALT,For
583,9048,NB,For
584,9049,S,For
585,9049,V,For
586,9049,M,For
587,9049,SF,For
588,9049,DD,For
589,9049,LA,For
590,9049,KF,For
591,9049,RV,For
592,9049,DF,For
593,9049,ALT,For
594,9049,NB,For
595,9049,EL,Imod
596,9050,S,For
597,9050,V,For
598,9050,M,For
599,9050,SF,For
600,9050,DD,For
601,9050,LA,For
602,9050,KF,For
603,9050,EL,For
604,9050,RV,For
605,9050,DF,For
606,9050,ALT,For
607,9050,NB,For
608,9051,S,For
609,9051,V,For
610,9051,M,For
611,9051,SF,For
612,9051,DD,For
613,9051,LA,For
614,9051,KF,For
615,9051,EL,For
616,9051,RV,For
617,9051,DF,For
618,9051,ALT,For
619,9051,NB,For
620,9052,SF,For
621,9052,DD,For
622,9052,LA,For
623,9052,KF,For
624,9052,EL,For
625,9052,DF,For
626,9052,ALT,For
627,9052,NB,For
628,9052,S,Imod
629,9052,V,Imod
630,9052,M,Imod
631,9052,RV,Imod
632,9053,S,For
633,9053,V,For
634,9053,M,For
635,9053,SF,For
636,9053,LA,For
637,9053,KF,For
638,9053,RV,For
639,9053,ALT,For
640,9053,DD,Imod
641,9053,EL,Imod
642,9053,DF,Imod
643,9053,NB,Imod
644,9054,SF,For
645,9054,DD,For
646,9054,LA,For
647,9054,EL,For
648,9054,DF,For
649,9054,ALT,For
650,9054,NB,For
651,9054,S,Imod
652,9054,V,Imod
653,9054,M,Imod
654,9054,KF,Imod
655,9054,RV,Imod
656,9055,S,For
657,9055,V,For
658,9055,M,For
659,9055,SF,For
660,9055,DD,For
661,9055,LA,For
662,9055,KF,For
663,9055,EL,For
664,9055,RV,For
665,9055,DF,For
666,9055,ALT,For
667,9055,NB,For
668,9056,S,For
669,9056,V,For
670,9056,M,For
671,9056,SF,For
672,9056,DD,For
673,9056,LA,For
674,9056,KF,For
675,9056,EL,For
676,9056,RV,For
677,9056,DF,For
678,9056,ALT,For
679,9056,NB,For
680,9057,S,For
681,9057,V,For
682,9057,M,For
683,9057,SF,For
684,9057,DD,For
685,9057,KF,For
686,9057,EL,For
687,9057,RV,For
688,9057,DF,For
689,9057,ALT,For
690,9057,NB,For
691,9057,LA,Imod
692,9058,SF,For
693,9058,EL,For
694,9058,ALT,For
695,9058,S,Imod
696,9058,V,Imod
697,9058,M,Imod
698,9058,DD,Imod
699,9058,LA,Imod
700,9058,KF,Imod
701,9058,RV,Imod
702,9058,DF,Imod
703,9058,NB,Imod
704,9059,S,For
705,9059,V,For
706,9059,M,For
707,9059,SF,For
708,9059,DD,For
709,9059,LA,For
710,9059,KF,For
711,9059,EL,For
712,9059,RV,For
713,9059,DF,For
714,9059,ALT,For
715,9059,NB,For
716,9060,S,For
717,9060,V,For
718,9060,M,For
719,9060,SF,For
720,9060,DD,For
721,9060,LA,For
722,9060,KF,For
723,9060,EL,For
724,9060,RV,For
725,9060,ALT,For
726,9060,NB,For
727,9060,DF,Imod
728,9061,SF,For
729,9061,EL,For
730,9061,RV,For
731,9061,ALT,For
732,9061,S,Imod
733,9061,V,Imod
734,9061,M,Imod
735,9061,DD,Imod
736,9061,LA,Imod
737,9061,KF,Imod
738,9061,DF,Imod
739,9061,NB,Imod
740,9062,SF,For
741,9062,EL,For
742,9062,RV,For
743,9062,ALT,For
744,9062,S,Imod
745,9062,V,Imod
746,9062,M,Imod
747,9062,DD,Imod
748,9062,LA,Imod
749,9062,KF,Imod
750,9062,DF,Imod
751,9062,NB,Imod
752,9063,SF,For
753,9063,DD,For
754,9063,EL,For
755,9063,ALT,For
756,9063,NB,For
757,9063,S,Imod
758,9063,V,Imod
759,9063,M,Imod
760,9063,LA,Imod
761,9063,KF,Imod
762,9063,RV,Imod
763,9063,DF,Imod
764,9064,S,For
765,9064,V,For
766,9064,M,For
767,9064,SF,For
768,9064,DD,For
769,9064,LA,For
770,9064,KF,For
771,9064,EL,For
772,9064,RV,For
773,9064,DF,For
774,9064,ALT,For
775,9064,NB,For
776,9065,S,For
777,9065,V,For
778,9065,M,For
779,9065,SF,For
780,9065,DD,For
781,9065,LA,For
782,9065,KF,For
783,9065,EL,For
784,9065,RV,For
785,9065,DF,For
786,9065,ALT,For
787,9065,NB,Imod
788,9066,S,For
789,9066,V,For
790,9066,M,For
791,9066,SF,For
792,9066,DD,For
793,9066,LA,For
794,9066,KF,For
795,9066,EL,For
796,9066,RV,For
797,9066,DF,For
798,9066,ALT,For
799,9066,NB,Imod
800,9067,S,For
801,9067,V,For
802,9067,M,For
803,9067,SF,For
804,9067,DD,For
805,9067,LA,For
806,9067,KF,For
807,9067,EL,For
808,9067,RV,For
809,9067,DF,For
810,9067,ALT,For
811,9067,NB,For
812,9068,S,For
813,9068,V,For
814,9068,M,For
815,9068,SF,For
816,9068,DD,For
817,9068,LA,For
818,9068,KF,For
819,9068,EL,For
820,9068,RV,For
821,9068,DF,For
822,9068,ALT,For
823,9068,NB,For
824,9069,S,For
825,9069,V,For
826,9069,M,For
827,9069,SF,For
828,9069,DD,For
829,9069,LA,For
830,9069,KF,For
831,9069,EL,For
832,9069,RV,For
833,9069,DF,For
834,9069,ALT,For
835,9069,NB,For
836,9070,S,For
837,9070,V,For
838,9070,M,For
839,9070,SF,For
840,9070,DD,For
841,9070,LA,For
842,9070,KF,For
843,9070,EL,For
844,9070,RV,For
845,9070,DF,For
846,9070,ALT,For
847,9070,NB,For
848,9071,S,For
849,9071,V,For
850,9071,M,For
851,9071,SF,For
852,9071,DD,For
853,9071,LA,For
854,9071,KF,For
855,9071,Trine Pertou Mach (EL),For
856,9071,DF,For
857,9071,NB,For
858,9071,RV,Imod
859,9071,EL,Hverken
860,9071,ALT,Hverken
861,9072,Eva Kjer Hansen (V),For
862,9072,DD,For
863,9072,LA,For
864,9072,KF,For
865,9072,RV,For
866,9072,DF,For
867,9072,NB,For
868,9072,S,Imod
869,9072,V,Imod
870,9072,M,Imod
871,9072,SF,Imod
872,9072,EL,Imod
873,9072,ALT,Imod
874,9073,EL,For
875,9073,ALT,For
876,9073,S,Imod
877,9073,V,Imod
878,9073,M,Imod
879,9073,SF,Imod
880,9073,DD,Imod
881,9073,LA,Imod
882,9073,KF,Imod
883,9073,RV,Imod
884,9073,DF,Imod
885,9073,NB,Imod
886,9074,EL,For
887,9074,ALT,For
888,9074,S,Imod
889,9074,V,Imod
890,9074,M,Imod
891,9074,SF,Imod
892,9074,DD,Imod
893,9074,LA,Imod
894,9074,KF,Imod
895,9074,RV,Imod
896,9074,DF,Imod
897,9074,NB,Imod
898,9075,EL,For
899,9075,ALT,For
900,9075,S,Imod
901,9075,V,Imod
902,9075,M,Imod
903,9075,SF,Imod
904,9075,DD,Imod
905,9075,LA,Imod
906,9075,KF,Imod
907,9075,RV,Imod
908,9075,DF,Imod
909,9075,NB,Imod
910,9076,EL,For
911,9076,ALT,For
912,9076,S,Imod
913,9076,V,Imod
914,9076,M,Imod
915,9076,SF,Imod
916,9076,DD,Imod
917,9076,LA,Imod
918,9076,KF,Imod
919,9076,RV,Imod
920,9076,DF,Imod
921,9076,NB,Imod
922,9077,S,For
923,9077,V,For
924,9077,M,For
925,9077,SF,For
926,9077,EL,For
927,9077,RV,For
928,9077,ALT,For
929,9077,DD,Imod
930,9077,LA,Imod
931,9077,KF,Imod
932,9077,DF,Imod
933,9077,NB,Imod
934,9078,S,For
935,9078,V,For
936,9078,M,For
937,9078,SF,For
938,9078,DD,For
939,9078,LA,For
940,9078,KF,For
941,9078,EL,For
942,9078,RV,For
943,9078,DF,For
944,9078,ALT,For
945,9078,NB,For
946,9079,S,For
947,9079,V,For
948,9079,M,For
949,9079,SF,For
950,9079,DD,For
951,9079,LA,For
952,9079,KF,For
953,9079,EL,For
954,9079,RV,For
955,9079,DF,For
956,9079,NB,For
957,9079,ALT,Hverken
958,9080,S,For
959,9080,V,For
960,9080,M,For
961,9080,SF,For
962,9080,DD,For
963,9080,LA,For
964,9080,KF,For
965,9080,EL,For
966,9080,RV,For
967,9080,DF,For
968,9080,ALT,For
969,9080,NB,For
970,9081,S,For
971,9081,V,For
972,9081,M,For
973,9081,SF,For
974,9081,DD,For
975,9081,LA,For
976,9081,KF,For
977,9081,EL,For
978,9081,RV,For
979,9081,DF,For
980,9081,ALT,For
981,9081,NB,Imod
982,9082,S,For
983,9082,V,For
984,9082,M,For
985,9082,SF,For
986,9082,DD,For
987,9082,LA,For
988,9082,KF,For
989,9082,EL,For
990,9082,RV,For
991,9082,DF,For
992,9082,ALT,For
993,9082,NB,For
994,9083,S,For
995,9083,V,For
996,9083,M,For
997,9083,SF,For
998,9083,DD,For
999,9083,KF,For
1000,9083,EL,For
1001,9083,RV,For
1002,9083,DF,For
1003,9083,ALT,For
1004,9083,LA,Imod
1005,9083,NB,Imod
1006,9084,S,For
1007,9084,V,For
1008,9084,M,For
1009,9084,SF,For
1010,9084,DD,For
1011,9084,LA,For
1012,9084,KF,For
1013,9084,EL,For
1014,9084,RV,For
1015,9084,DF,For
1016,9084,ALT,For
1017,9084,NB,For
1018,9085,S,For
1019,9085,V,For
1020,9085,M,For
1021,9085,SF,For
1022,9085,DD,For
1023,9085,EL,For
1024,9085,RV,For
1025,9085,DF,For
1026,9085,ALT,For
1027,9085,NB,For
1028,9085,LA,Imod
1029,9085,KF,Imod
1030,9086,S,For
1031,9086,V,For
1032,9086,M,For
1033,9086,SF,For
1034,9086,LA,For
1035,9086,DD,Imod
1036,9086,KF,Imod
1037,9086,EL,Imod
1038,9086,RV,Imod
1039,9086,DF,Imod
1040,9086,ALT,Imod
1041,9086,NB,Imod
1042,9087,S,For
1043,9087,V,For
1044,9087,M,For
1045,9087,SF,For
1046,9087,DD,For
1047,9087,LA,For
1048,9087,KF,For
1049,9087,EL,For
1050,9087,RV,For
1051,9087,DF,For
1052,9087,ALT,For
1053,9087,NB,For
1054,9088,SF,For
1055,9088,LA,For
1056,9088,EL,For
1057,9088,DF,For
1058,9088,ALT,For
1059,9088,NB,For
1060,9088,S,Imod
1061,9088,V,Imod
1062,9088,M,Imod
1063,9088,DD,Imod
1064,9088,KF,Imod
1065,9088,RV,Imod
1066,9089,SF,For
1067,9089,EL,For
1068,9089,ALT,For
1069,9089,S,Imod
1070,9089,V,Imod
1071,9089,M,Imod
1072,9089,DD,Imod
1073,9089,LA,Imod
1074,9089,KF,Imod
1075,9089,RV,Imod
1076,9089,DF,Imod
1077,9089,NB,Imod
1078,9090,EL,For
1079,9090,ALT,For
1080,9090,S,Imod
1081,9090,V,Imod
1082,9090,M,Imod
1083,9090,SF,Imod
1084,9090,DD,Imod
1085,9090,LA,Imod
1086,9090,KF,Imod
1087,9090,RV,Imod
1088,9090,DF,Imod
1089,9090,NB,Imod
1090,9091,S,For
1091,9091,V,For
1092,9091,M,For
1093,9091,SF,Imod
1094,9091,DD,Imod
1095,9091,LA,Imod
1096,9091,KF,Imod
1097,9091,EL,Imod
1098,9091,RV,Imod
1099,9091,ALT,Imod
1100,9091,NB,Imod
1101,9091,DF,Hverken
1102,9092,S,For
1103,9092,V,For
1104,9092,M,For
1105,9092,SF,For
1106,9092,DD,For
1107,9092,EL,For
1108,9092,RV,For
1109,9092,DF,For
1110,9092,ALT,For
1111,9092,KF,Imod
1112,9092,LA,Hverken
1113,9093,S,For
1114,9093,V,For
1115,9093,M,For
1116,9093,SF,For
1117,9093,DD,For
1118,9093,LA,For
1119,9093,KF,For
1120,9093,EL,For
1121,9093,RV,For
1122,9093,DF,For
1123,9093,ALT,For
1124,9094,S,For
1125,9094,V,For
1126,9094,M,For
1127,9094,SF,For
1128,9094,DD,For
1129,9094,LA,For
1130,9094,KF,For
1131,9094,EL,For
1132,9094,RV,For
1133,9094,DF,For
1134,9094,ALT,For
1135,9095,S,For
1136,9095,V,For
1137,9095,M,For
1138,9095,DD,For
1139,9095,LA,For
1140,9095,KF,For
1141,9095,RV,For
1142,9095,DF,For
1143,9095,SF,Imod
1144,9095,EL,Imod
1145,9095,ALT,Imod
1146,9096,SF,For
1147,9096,EL,For
1148,9096,RV,For
1149,9096,ALT,For
1150,9096,S,Imod
1151,9096,V,Imod
1152,9096,M,Imod
1153,9096,DD,Imod
1154,9096,LA,Imod
1155,9096,KF,Imod
1156,9096,DF,Imod
1157,9097,SF,For
1158,9097,EL,For
1159,9097,RV,For
1160,9097,ALT,For
1161,9097,S,Imod
1162,9097,V,Imod
1163,9097,M,Imod
1164,9097,DD,Imod
1165,9097,LA,Imod
1166,9097,KF,Imod
1167,9097,DF,Imod
1168,9098,EL,For
1169,9098,ALT,For
1170,9098,S,Imod
1171,9098,V,Imod
1172,9098,M,Imod
1173,9098,SF,Imod
1174,9098,DD,Imod
1175,9098,LA,Imod
1176,9098,KF,Imod
1177,9098,RV,Imod
1178,9098,DF,Imod
1179,9099,EL,For
1180,9099,ALT,For
1181,9099,S,Imod
1182,9099,V,Imod
1183,9099,M,Imod
1184,9099,SF,Imod
1185,9099,DD,Imod
1186,9099,LA,Imod
1187,9099,KF,Imod
1188,9099,RV,Imod
1189,9099,DF,Imod
1190,9100,S,For
1191,9100,V,For
1192,9100,M,For
1193,9100,SF,For
1194,9100,DD,For
1195,9100,LA,For
1196,9100,KF,For
1197,9100,EL,For
1198,9100,RV,For
1199,9100,DF,For
1200,9100,NB,For
1201,9100,ALT,Hverken
1202,9101,S,For
1203,9101,V,For
1204,9101,M,For
1205,9101,SF,For
1206,9101,DD,For
1207,9101,KF,For
1208,9101,EL,For
1209,9101,RV,For
1210,9101,DF,For
1211,9101,ALT,For
1212,9101,NB,For
1213,9101,LA,Imod
1214,9102,S,For
1215,9102,V,For
1216,9102,M,For
1217,9102,SF,For
1218,9102,DD,For
1219,9102,LA,For
1220,9102,KF,For
1221,9102,EL,For
1222,9102,RV,For
1223,9102,ALT,For
1224,9102,DF,Imod
1225,9102,NB,Imod
1226,9103,S,For
1227,9103,V,For
1228,9103,M,For
1229,9103,SF,For
1230,9103,DD,For
1231,9103,LA,For
1232,9103,KF,For
1233,9103,RV,For
1234,9103,DF,For
1235,9103,NB,For
1236,9103,EL,Imod
1237,9103,ALT,Imod
1238,9104,S,For
1239,9104,V,For
1240,9104,M,For
1241,9104,SF,For
1242,9104,DD,For
1243,9104,LA,For
1244,9104,KF,For
1245,9104,EL,For
1246,9104,RV,For
1247,9104,ALT,For
1248,9104,NB,For
1249,9104,DF,Imod
1250,9105,S,For
1251,9105,V,For
1252,9105,M,For
1253,9105,SF,For
1254,9105,DD,For
1255,9105,LA,For
1256,9105,KF,For
1257,9105,EL,For
1258,9105,RV,For
1259,9105,ALT,For
1260,9105,NB,For
1261,9105,DF,Imod
1262,9106,S,For
1263,9106,V,For
1264,9106,M,For
1265,9106,DD,For
1266,9106,LA,For
1267,9106,KF,For
1268,9106,DF,For
1269,9106,NB,For
1270,9106,SF,Imod
1271,9106,EL,Imod
1272,9106,RV,Imod
1273,9106,ALT,Imod
1274,9107,SF,For
1275,9107,EL,For
1276,9107,ALT,For
1277,9107,S,Imod
1278,9107,V,Imod
1279,9107,M,Imod
1280,9107,DD,Imod
1281,9107,LA,Imod
1282,9107,KF,Imod
1283,9107,RV,Imod
1284,9107,DF,Imod
1285,9107,NB,Imod
1286,9108,SF,For
1287,9108,EL,For
1288,9108,RV,For
1289,9108,ALT,For
1290,9108,S,Imod
1291,9108,V,Imod
1292,9108,M,Imod
1293,9108,DD,Imod
1294,9108,LA,Imod
1295,9108,KF,Imod
1296,9108,DF,Imod
1297,9108,NB,Imod
1298,9109,S,For
1299,9109,V,For
1300,9109,M,For
1301,9109,SF,For
1302,9109,EL,For
1303,9109,RV,For
1304,9109,ALT,For
1305,9109,SP,For
1306,9109,DD,Imod
1307,9109,LA,Imod
1308,9109,KF,Imod
1309,9109,DF,Imod
1310,9110,S,For
